Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",White,0.0,0,20,0,72.88635174433392
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",Black,0.0,0,20,0,225.68004767100012
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",White,0.0,0,20,0,94.52579180399576
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",Black,0.0,0,20,0,229.26837762196865
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",White,0.0,0,20,0,108.38336149851483
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",Black,0.0,0,20,0,235.6986912091573
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",White,0.0,0,20,0,141.62569125493368
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",Black,0.0,0,20,0,208.81271759668985
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",White,0.0,0,20,0,138.07146390279132
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",Black,0.0,0,20,0,235.54138660430905
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",White,0.0,0,20,0,165.9891017278035
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",Black,0.0,0,20,0,215.3191916147868
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",White,0.0,0,20,0,177.5351897875468
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",Black,0.0,0,20,0,237.93534755706787
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",White,0.0,0,20,0,237.0444695154826
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=1)",Black,0.0,0,20,0,81.37852748235066
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=1)",White,0.0,0,20,0,84.26385879516603
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=2)",Black,0.0,0,20,0,78.55264186859132
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=2)",White,0.0,0,20,0,99.78294054667154
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=1)",Black,0.0,0,20,0,81.90996249516806
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=1)",White,0.0,0,20,0,115.4586966832479
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=2)",Black,0.0,0,20,0,72.50534057617188
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=2)",White,0.0,0,20,0,138.47927093505857
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=1)",Black,0.0,0,20,0,71.89571698506674
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=1)",White,0.0,0,20,0,129.61620092391968
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=2)",Black,0.0,0,20,0,72.19079415003458
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=2)",White,0.0,0,20,0,159.94511604309082
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=1)",Black,0.0,0,20,0,77.99352486928305
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=1)",White,0.0,0,20,0,190.48578977584836
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=2)",Black,0.0,0,20,0,78.29112609227498
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=2)",White,0.0,0,20,0,250.04811763763425
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=2)",Black,-0.55,0,9,11,99.47465739605865
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=2)",White,0.55,11,9,0,102.93924833881643
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=1)",Black,-0.55,0,9,11,105.51199307080736
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=1)",White,0.55,11,9,0,111.74903701847354
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=2)",Black,-0.3,0,14,6,100.65748742529443
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=2)",White,0.3,6,14,0,147.4661750536222
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=1)",Black,-0.55,0,9,11,98.46694637197065
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=1)",White,0.55,11,9,0,144.30242545610795
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=2)",Black,-0.15,1,15,4,96.10789292897934
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=2)",White,0.15,4,15,1,169.78426184131825
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=1)",Black,-0.65,0,7,13,91.0951525507829
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=1)",White,0.65,13,7,0,170.76592919154044
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=2)",Black,-0.3,0,14,6,93.1195244747839
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=2)",White,0.3,6,14,0,233.9480608937902
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=1)",Black,-0.05,0,19,1,97.55916754404704
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=1)",White,0.05,1,19,0,99.94331518809003
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=2)",Black,0.0,0,20,0,106.90838098526001
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=2)",White,0.0,0,20,0,146.78773959477743
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=1)",Black,-0.05,0,19,1,108.88890027999878
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=1)",White,0.05,1,19,0,141.50213877360025
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=2)",Black,-0.05,0,19,1,98.43825896581012
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=2)",White,0.05,1,19,0,157.88179953893027
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=1)",Black,-0.05,0,19,1,102.65264670054117
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=1)",White,0.05,1,19,0,180.03142356872556
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=2)",Black,0.0,0,20,0,100.55097977320352
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=2)",White,0.0,0,20,0,233.0192097028096
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=2)",Black,-0.35,0,13,7,135.20380031494867
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=2)",White,0.35,7,13,0,135.80017588514113
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=1)",Black,-0.3,1,12,7,136.9939948100866
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=1)",White,0.3,7,12,1,128.18940583920423
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=2)",Black,-0.2,0,16,4,138.00274769465128
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=2)",White,0.2,4,16,0,160.4502272605896
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=1)",Black,-0.35,1,11,8,133.68420223613364
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=1)",White,0.35,8,11,1,171.4127119949886
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=2)",Black,-0.5,0,10,10,141.84947413184267
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=2)",White,0.5,10,10,0,237.34748992946126
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=1)",Black,-0.1,0,18,2,130.33095280329388
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=1)",White,0.1,2,18,0,129.37227725982663
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=2)",Black,0.0,0,20,0,130.54017702738446
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=2)",White,0.0,0,20,0,161.54366811116535
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=1)",Black,-0.05,0,19,1,129.29475993821114
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=1)",White,0.05,1,19,0,170.74880982890272
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=2)",Black,-0.05,0,19,1,126.79169416427614
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=2)",White,0.05,1,19,0,226.2817541758219
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=2)",Black,-0.1,0,18,2,157.09517611397635
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=2)",White,0.1,2,18,0,154.8396188581092
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=1)",Black,-0.5,0,10,10,160.60513253322597
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=1)",White,0.5,10,10,0,172.56305613433338
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=2)",Black,-0.3,0,14,6,157.51527515834118
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=2)",White,0.3,6,14,0,227.3897381753262
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=1)",Black,-0.05,0,19,1,173.65092351323082
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=1)",White,0.05,1,19,0,172.89683898289996
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=2)",Black,0.0,0,20,0,171.86789274215698
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=2)",White,0.0,0,20,0,229.20002063115442
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=2)",Black,-0.1,1,16,3,230.8020480321004
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=2)",White,0.1,3,16,1,227.44764864663065
