Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms),S,R,D_mcts,D_minimax,agent_1_type,agent_2_type,matchup,Total Games
"MCTS(S=50,R=3,D=3) vs MiniMax(D=2)",O,-0.04,8,32,10,13.269903659820557,50,3,3,2,MCTS,MiniMax,MCTS vs MiniMax,50
"MCTS(S=50,R=3,D=3) vs MiniMax(D=3)",X,-0.02,19,11,20,74.80158789952596,50,3,3,3,MCTS,MiniMax,MCTS vs MiniMax,50
"MCTS(S=50,R=3,D=3) vs MiniMax(D=3)",O,0.02,20,11,19,66.29892230033875,50,3,3,3,MCTS,MiniMax,MCTS vs MiniMax,50
"MiniMax(D=1) vs MCTS(S=10,R=1,D=1)",X,-0.9,2,1,47,2.976085662841797,10,1,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=1,D=1)",O,0.9,47,1,2,8.19957971572876,10,1,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=1,D=2)",X,-0.92,2,0,48,2.86862587928772,10,1,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=1,D=2)",O,0.92,48,0,2,7.842352390289307,10,1,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=1,D=3)",X,-0.96,0,2,48,2.863084236780803,10,1,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=1,D=3)",O,0.96,48,2,0,7.452159722646078,10,1,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=2,D=1)",X,-0.84,4,0,46,2.9079652627309165,10,2,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=2,D=1)",O,0.84,46,0,4,13.438616196314491,10,2,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=2,D=2)",X,-0.98,0,1,49,2.910824855168661,10,2,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=2,D=2)",O,0.98,49,1,0,12.687205473581948,10,2,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=2,D=3)",X,-1.0,0,0,50,3.1077714761098223,10,2,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=2,D=3)",O,1.0,50,0,0,12.390096187591553,10,2,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=3,D=1)",X,-0.84,3,2,45,2.827813307444255,10,3,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=3,D=1)",O,0.84,45,2,3,18.40875744819641,10,3,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=3,D=2)",X,-0.96,1,0,49,3.1250353654225678,10,3,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=3,D=2)",O,0.96,49,0,1,17.854357957839966,10,3,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=3,D=3)",X,-0.98,0,1,49,3.062657674153646,10,3,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=10,R=3,D=3)",O,0.98,49,1,0,16.38167897860209,10,3,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=1,D=1)",X,-0.92,1,2,47,3.022457758585612,30,1,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=1,D=1)",O,0.92,47,2,1,22.812474966049194,30,1,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=1,D=2)",X,-0.96,1,0,49,3.1264285246531167,30,1,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=1,D=2)",O,0.96,49,0,1,21.53602202733358,30,1,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=1,D=3)",X,-1.0,0,0,50,3.2558373610178624,30,1,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=1,D=3)",O,1.0,50,0,0,21.498928467432656,30,1,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=2,D=1)",X,-1.0,0,0,50,3.3079667886098223,30,2,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=2,D=1)",O,1.0,50,0,0,39.261766274770096,30,2,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=2,D=2)",X,-1.0,0,0,50,3.413994312286377,30,2,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=2,D=2)",O,1.0,50,0,0,37.721072038014725,30,2,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=2,D=3)",X,-1.0,0,0,50,3.239209254582723,30,2,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=2,D=3)",O,1.0,50,0,0,34.673790534337364,30,2,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=3,D=1)",X,-1.0,0,0,50,3.2467349370320644,30,3,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=3,D=1)",O,1.0,50,0,0,55.41447997093201,30,3,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=3,D=2)",X,-1.0,0,0,50,3.020776907602946,30,3,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=3,D=2)",O,1.0,50,0,0,49.63083585103352,30,3,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=3,D=3)",X,-0.96,1,0,49,3.0730613072713213,30,3,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=30,R=3,D=3)",O,0.96,49,0,1,46.15904013315837,30,3,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=1,D=1)",X,-0.96,1,0,49,3.753411372502645,50,1,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=1,D=1)",O,0.96,49,0,1,37.231973012288414,50,1,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=1,D=2)",X,-0.88,3,0,47,3.121017615000407,50,1,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=1,D=2)",O,0.88,47,0,3,35.65383871396383,50,1,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=1,D=3)",X,-1.0,0,0,50,3.235811789830526,50,1,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=1,D=3)",O,1.0,50,0,0,33.60079566637675,50,1,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=2,D=1)",X,-1.0,0,0,50,3.351188898086548,50,2,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=2,D=1)",O,1.0,50,0,0,63.93311421076456,50,2,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=2,D=2)",X,-1.0,0,0,50,3.3546483516693115,50,2,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=2,D=2)",O,1.0,50,0,0,59.44049636522929,50,2,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=2,D=3)",X,-1.0,0,0,50,3.1056809425354004,50,2,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=2,D=3)",O,1.0,50,0,0,54.03070569038391,50,2,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=3,D=1)",X,-1.0,0,0,50,2.99244244893392,50,3,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=3,D=1)",O,1.0,50,0,0,85.47821084658304,50,3,1,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=3,D=2)",X,-0.96,1,0,49,3.193536202112833,50,3,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=3,D=2)",O,0.96,49,0,1,84.65846379597983,50,3,2,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=3,D=3)",X,-1.0,0,0,50,3.870680332183837,50,3,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=1) vs MCTS(S=50,R=3,D=3)",O,1.0,50,0,0,76.7852226893107,50,3,3,1,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=1,D=1)",X,-0.12,16,12,22,16.170189619064328,10,1,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=1,D=1)",O,0.12,22,12,16,8.401152690251667,10,1,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=1,D=2)",X,-0.06,19,9,22,16.567652463912964,10,1,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=1,D=2)",O,0.06,22,9,19,7.722100019454956,10,1,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=1,D=3)",X,0.36,30,8,12,15.791398763656614,10,1,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=1,D=3)",O,-0.36,12,8,30,7.367970546086629,10,1,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=2,D=1)",X,0.0,21,8,21,16.291979551315304,10,2,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=2,D=1)",O,0.0,21,8,21,13.908638954162598,10,2,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=2,D=2)",X,0.02,22,7,21,17.88971185684204,10,2,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=2,D=2)",O,-0.02,21,7,22,13.884443839391071,10,2,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=2,D=3)",X,0.2,26,8,16,17.72924518585205,10,2,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=2,D=3)",O,-0.2,16,8,26,13.033283154169716,10,2,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=3,D=1)",X,-0.4,12,6,32,17.797775506973267,10,3,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=3,D=1)",O,0.4,32,6,12,19.521104097366333,10,3,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=3,D=2)",X,0.14,27,3,20,16.490991353988647,10,3,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=3,D=2)",O,-0.14,20,3,27,18.68694464365641,10,3,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=3,D=3)",X,0.18,27,5,18,16.447172403335568,10,3,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=10,R=3,D=3)",O,-0.18,18,5,27,16.80507938067118,10,3,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",X,-0.04,24,0,26,17.377208709716797,30,1,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",O,0.04,26,0,24,24.224603176116943,30,1,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",X,0.08,25,4,21,16.471880674362183,30,1,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",O,-0.08,21,4,25,21.04985912640889,30,1,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=1,D=3)",X,0.2,28,4,18,16.130028247833256,30,1,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=1,D=3)",O,-0.2,18,4,28,20.25250792503357,30,1,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",X,-0.18,20,1,29,16.282642602920532,30,2,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",O,0.18,29,1,20,36.58506115277608,30,2,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",X,-0.06,20,7,23,16.442445516586304,30,2,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",O,0.06,23,7,20,35.6711224714915,30,2,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=2,D=3)",X,0.34,32,3,15,16.312861442565918,30,2,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=2,D=3)",O,-0.34,15,3,32,33.69218071301778,30,2,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=3,D=1)",X,-0.04,24,0,26,16.53266954421997,30,3,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=3,D=1)",O,0.04,26,0,24,52.91651368141175,30,3,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=3,D=2)",X,-0.3,13,9,28,16.637542963027954,30,3,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=3,D=2)",O,0.3,28,9,13,47.63086716334025,30,3,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=3,D=3)",X,0.32,32,2,16,19.571613311767575,30,3,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=30,R=3,D=3)",O,-0.32,16,2,32,51.37570301691692,30,3,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",X,-0.22,19,1,30,18.566752910614014,50,1,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",O,0.22,30,1,19,40.02437790234884,50,1,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",X,0.18,28,3,19,16.42159676551819,50,1,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",O,-0.18,19,3,28,34.455444018046066,50,1,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=1,D=3)",X,0.32,31,4,15,16.194127082824707,50,1,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=1,D=3)",O,-0.32,15,4,31,32.86182641983033,50,1,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",X,-0.56,11,0,39,18.140309810638424,50,2,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",O,0.56,39,0,11,62.332496643066406,50,2,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",X,0.28,31,2,17,16.114874124526978,50,2,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",O,-0.28,17,2,31,54.42515214284261,50,2,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=2,D=3)",X,0.34,33,1,16,15.79909539222717,50,2,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=2,D=3)",O,-0.34,16,1,33,51.28091216087341,50,2,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=3,D=1)",X,-0.28,18,0,32,16.8318829536438,50,3,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=3,D=1)",O,0.28,32,0,18,79.40964261690776,50,3,1,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=3,D=2)",X,0.08,27,0,23,16.056746006011966,50,3,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=3,D=2)",O,-0.08,23,0,27,75.95555146535237,50,3,2,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=3,D=3)",X,0.52,36,4,10,15.703259944915771,50,3,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=2) vs MCTS(S=50,R=3,D=3)",O,-0.52,10,4,36,73.07348211606343,50,3,3,2,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=1,D=1)",X,0.92,47,2,1,112.99126513799033,10,1,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=1,D=1)",O,-0.92,1,2,47,8.960080941518148,10,1,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=1,D=2)",X,0.78,44,1,5,117.21309367815654,10,1,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=1,D=2)",O,-0.78,5,1,44,9.195834795633951,10,1,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=1,D=3)",X,0.58,37,5,8,111.46083577473956,10,1,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=1,D=3)",O,-0.58,8,5,37,8.452988862991333,10,1,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=2,D=1)",X,0.8,42,6,2,115.66569789250693,10,2,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=2,D=1)",O,-0.8,2,6,42,15.550122658411665,10,2,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=2,D=2)",X,0.74,42,3,5,111.5412270228068,10,2,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=2,D=2)",O,-0.74,5,3,42,13.79308819770813,10,2,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=2,D=3)",X,0.36,31,6,13,102.86122155189511,10,2,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=2,D=3)",O,-0.36,13,6,31,12.905110518137612,10,2,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=3,D=1)",X,0.94,48,1,1,111.61385965347291,10,3,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=3,D=1)",O,-0.94,1,1,48,19.91641481717428,10,3,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=3,D=2)",X,0.52,36,4,10,106.59924491246542,10,3,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=3,D=2)",O,-0.52,10,4,36,18.619473775227867,10,3,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=3,D=3)",X,0.24,28,6,16,101.79701320330302,10,3,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=10,R=3,D=3)",O,-0.24,16,6,28,16.37274980545044,10,3,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=1,D=1)",X,0.96,49,0,1,110.36736448605852,30,1,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=1,D=1)",O,-0.96,1,0,49,25.220919052759807,30,1,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=1,D=2)",X,0.62,36,9,5,107.14650845527648,30,1,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=1,D=2)",O,-0.62,5,9,36,24.927797317504883,30,1,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=1,D=3)",X,-0.1,22,1,27,106.87710142135622,30,1,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=1,D=3)",O,0.1,27,1,22,21.93264881769816,30,1,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=2,D=1)",X,0.82,44,3,3,112.2039217154185,30,2,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=2,D=1)",O,-0.82,3,3,44,42.17144091924031,30,2,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=2,D=2)",X,0.4,29,12,9,100.51337472597758,30,2,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=2,D=2)",O,-0.4,9,12,29,37.02952702840169,30,2,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=2,D=3)",X,-0.1,19,7,24,97.77693057060245,30,2,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=2,D=3)",O,0.1,24,7,19,33.198782205581665,30,2,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=3,D=1)",X,0.92,48,0,2,108.85513663291933,30,3,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=3,D=1)",O,-0.92,2,0,48,57.33831723531087,30,3,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=3,D=2)",X,0.18,21,17,12,94.91121904055277,30,3,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=3,D=2)",O,-0.18,12,17,21,50.79775810241699,30,3,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=3,D=3)",X,-0.26,16,5,29,96.53486410776772,30,3,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=30,R=3,D=3)",O,0.26,29,5,16,43.8006603717804,30,3,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=1,D=1)",X,0.76,44,0,6,108.8203700383504,50,1,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=1,D=1)",O,-0.76,6,0,44,40.21877765655518,50,1,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=1,D=2)",X,0.3,30,5,15,96.313778479894,50,1,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=1,D=2)",O,-0.3,15,5,30,34.685681660970054,50,1,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=1,D=3)",X,-0.34,15,3,32,99.08959317207338,50,1,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=1,D=3)",O,0.34,32,3,15,32.162518103917435,50,1,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=2,D=1)",X,0.9,46,3,1,103.6139225959778,50,2,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=2,D=1)",O,-0.9,1,3,46,65.29648860295613,50,2,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=2,D=2)",X,0.38,31,7,12,101.93033703168231,50,2,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=2,D=2)",O,-0.38,12,7,31,58.12225381533305,50,2,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=2,D=3)",X,-0.26,18,1,31,101.75359272956848,50,2,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=2,D=3)",O,0.26,31,1,18,53.67996851603191,50,2,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=3,D=1)",X,0.92,48,0,2,104.62773442268372,50,3,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=3,D=1)",O,-0.92,2,0,48,91.31637016932169,50,3,1,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=3,D=2)",X,0.5,33,9,8,102.43111165364584,50,3,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=3,D=2)",O,-0.5,8,9,33,83.85046680768329,50,3,2,3,MiniMax,MCTS,MiniMax vs MCTS,50
"MiniMax(D=3) vs MCTS(S=50,R=3,D=3)",X,-0.1,21,3,26,98.9004590511322,50,3,3,3,MiniMax,MCTS,MiniMax vs MCTS,50
