Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms),S,R,D_mcts,D_minimax,agent_1_type,agent_2_type,matchup,Total Games
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.14,19,5,26,35.27756929397583,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,0.64,38,6,6,8.155769666035969,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.64,6,6,38,69.63377753893535,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,0.52,35,6,9,7.981413046518962,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.52,9,6,35,64.16561603546143,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,-0.18,16,9,25,7.964841127395629,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,0.18,25,9,16,56.067689259847,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,0.46,35,3,12,8.194918155670166,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.46,12,3,35,93.09876680374146,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,0.12,24,8,18,8.782067696253458,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.12,18,8,24,90.95006227493286,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,0.18,28,3,19,8.831201950709026,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.18,19,3,28,84.68738913536073,10,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=1)",X,0.58,39,1,10,15.582112073898315,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=1)",O,-0.58,10,1,39,16.22106671333313,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=2)",X,0.24,30,2,18,15.765032529830934,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=2)",O,-0.24,18,2,30,16.008392175038654,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=3)",X,-0.12,18,8,24,15.735645055770874,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=3)",O,0.12,24,8,18,13.66613189379374,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=1)",X,0.38,32,5,13,15.89799658457438,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.38,13,5,32,22.37096230189006,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=2)",X,0.2,28,4,18,15.313251415888468,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.2,18,4,28,20.2735177675883,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=3)",X,-0.24,15,8,27,16.070578654607136,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=3)",O,0.24,27,8,15,18.495481411616005,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=1)",X,0.52,37,2,11,16.328743378321327,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.52,11,2,37,27.81274914741516,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=2)",X,0.1,25,5,20,16.37174359957377,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.1,20,5,25,26.935336192448936,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=3)",X,-0.24,18,2,30,15.745216766993208,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=3)",O,0.24,30,2,18,23.396389881769814,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=1)",X,0.32,33,0,17,15.942287127176922,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.32,17,0,33,46.68291846911112,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=2)",X,0.18,27,5,18,15.579234917958578,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.18,18,5,27,42.93057441711425,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.3,15,5,30,16.203457752863567,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=3)",O,0.3,30,5,15,37.66490697860718,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=1)",X,0.2,30,0,20,16.47979235649109,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.2,20,0,30,65.47620058059692,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=2)",X,-0.04,21,6,23,16.486425081888836,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=2)",O,0.04,23,6,21,60.37018974622091,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.32,16,2,32,16.719574371973675,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=3)",O,0.32,32,2,16,53.84876132011412,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=1)",X,0.18,29,1,20,17.150846640268963,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.18,20,1,29,45.50257603327434,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=2)",X,0.08,25,4,21,17.080340464909874,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.08,21,4,25,41.65032704671224,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.04,23,2,25,16.49684047698975,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=3)",O,0.04,25,2,23,40.21061976750692,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.22,29,3,18,15.772381067276005,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.22,18,3,29,73.01873087882997,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.42,35,1,14,16.009854793548584,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.42,14,1,35,69.28279201189677,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.18,19,3,28,15.81720471382141,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,0.18,28,3,19,61.03499968846639,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.4,34,2,14,17.277546167373657,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.4,14,2,34,104.6464784940084,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.3,32,1,17,15.675222317377727,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.3,17,1,32,95.45046925544736,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.2,20,0,30,17.77335158983866,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,0.2,30,0,20,88.55060458183289,10,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=2)",X,0.62,40,1,9,15.747036377588907,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=2)",O,-0.62,9,1,40,16.02492332458496,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=3)",X,0.18,28,3,19,15.776242574055994,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=3)",O,-0.18,19,3,28,14.786220391591389,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=1)",X,0.66,41,1,8,15.308986663818358,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=1)",O,-0.66,8,1,41,22.74494171142578,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=2)",X,0.7,41,3,6,15.455574512481691,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=2)",O,-0.7,6,3,41,22.85821278889974,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=3)",X,0.5,36,3,11,15.924068848292034,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=3)",O,-0.5,11,3,36,20.715325673421223,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=1)",X,0.72,43,0,7,16.629460016886394,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=1)",O,-0.72,7,0,43,30.287232398986816,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=2)",X,0.42,33,5,12,14.600049972534176,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.42,12,5,33,26.692453225453693,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=3)",X,0.06,24,5,21,15.569008270899454,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.06,21,5,24,25.794912974039715,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=1)",X,0.6,39,2,9,15.841121196746826,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=1)",O,-0.6,9,2,39,49.08428192138672,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=2)",X,0.16,26,6,18,16.358805418014526,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.16,18,6,26,45.83115140597026,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=3)",X,-0.1,21,3,26,15.50355045000712,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=3)",O,0.1,26,3,21,40.04074096679688,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=1)",X,0.64,41,0,9,14.133731524149574,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=1)",O,-0.64,9,0,41,60.22220055262248,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=2)",X,0.26,30,3,17,15.357771794001264,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.26,17,3,30,57.81034390131633,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=3)",X,0.24,27,8,15,15.25297745068868,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=3)",O,-0.24,15,8,27,55.69347182909648,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=1)",X,0.66,41,1,8,16.22825129826864,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.66,8,1,41,46.61721388498943,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=2)",X,0.42,35,1,14,15.774597167968748,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.42,14,1,35,44.72816983858745,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=3)",X,0.22,29,3,18,15.076353152592976,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.22,18,3,29,42.617461284001664,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=1)",X,0.48,37,0,13,16.981772581736244,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.48,13,0,37,77.5477687517802,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,0.2,29,2,19,16.325337251027427,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.2,19,2,29,71.81818882624307,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,0.18,29,1,20,15.748360236485803,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.18,20,1,29,68.10446778933206,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,0.62,40,1,9,15.9090842405955,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.62,9,1,40,112.7473322550456,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,0.48,36,2,12,17.250091950098675,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.48,12,2,36,102.78573592503868,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.2,30,0,20,15.72662909825643,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.2,20,0,30,91.7362109820048,10,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=2,D=3)",X,0.56,37,4,9,15.686681667963663,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=2,D=3)",O,-0.56,9,4,37,15.586884021759031,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=1)",X,0.76,42,4,4,16.392827510833744,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=1)",O,-0.76,4,4,42,24.5572555065155,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=2)",X,0.66,40,3,7,13.84847100575765,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=2)",O,-0.66,7,3,40,21.025761365890503,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=3)",X,0.24,28,6,16,15.735620657602947,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.24,16,6,28,20.393093427022293,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=1)",X,0.8,44,2,4,15.821373224258428,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.8,4,2,44,31.566394964853924,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=2)",X,0.6,37,6,7,14.842275142669678,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.6,7,6,37,27.550044059753414,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=3)",X,0.24,27,8,15,14.430925289789837,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.24,15,8,27,25.039078791936237,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=1)",X,0.78,44,1,5,14.780592759450276,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.78,5,1,44,48.57346415519714,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=2)",X,0.68,39,6,5,14.654232660929363,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.68,5,6,39,43.880770206451416,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=3)",X,0.04,24,4,22,15.001211881637571,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.04,22,4,24,40.06398995717366,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=1)",X,0.82,45,1,4,16.168322722117104,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.82,4,1,45,65.82544843355814,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=2)",X,0.4,32,6,12,14.122662544250488,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.4,12,6,32,58.23455095291138,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=3)",X,0.14,27,3,20,14.713362534840902,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.14,20,3,27,55.53209861119588,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=1)",X,0.58,37,5,8,14.807888428370156,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.58,8,5,37,48.12872767448425,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=2)",X,0.42,33,5,12,15.43169411023458,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.42,12,5,33,45.250664552052825,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=3)",X,0.38,31,7,12,14.44346284866333,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.38,12,7,31,40.58414697647095,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=1)",X,0.74,41,5,4,14.361486593882242,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.74,4,5,41,76.71431104342143,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=2)",X,0.48,35,4,11,14.695620854695637,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.48,11,4,35,70.80946842829387,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.3,30,5,15,15.97999596595764,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.3,15,5,30,67.28278756141663,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.62,38,5,7,14.528187990188597,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.62,7,5,38,106.06498916943868,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.4,31,8,11,14.785798867543535,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.4,11,8,31,97.36095945040388,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.36,33,2,15,14.881522417068483,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.36,15,2,33,88.91367753346762,10,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=1)",X,0.48,35,4,11,22.56687617301941,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.48,11,4,35,23.055495023727417,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=2)",X,0.06,24,5,21,22.303082148234047,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.06,21,5,24,20.66293835639954,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
