Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms),S,R,D_mcts,D_minimax,agent_1_type,agent_2_type,matchup,Total Games
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.22,18,3,29,24.67697223027547,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=1)",X,0.92,48,0,2,25.48338524500529,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=1)",O,-0.92,2,0,48,44.31628425916036,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=2)",X,0.38,34,1,15,26.38150652249654,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.38,15,1,34,44.65697725613912,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=3)",X,0.12,27,2,21,23.979424873987835,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=3)",O,-0.12,21,2,27,36.06109102567037,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=1)",X,0.62,40,1,9,25.063013712565105,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=1)",O,-0.62,9,1,40,58.95713806152344,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=2)",X,0.2,30,0,20,25.548962354660027,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.2,20,0,30,52.52814451853434,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.06,23,1,26,23.790647268295288,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=3)",O,0.06,26,1,23,47.43136564890544,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=1)",X,0.58,39,1,10,27.19855483373006,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.58,10,1,39,47.99937923749288,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=2)",X,0.34,33,1,16,26.63800994555156,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.34,16,1,33,43.37912360827127,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=3)",X,0.0,24,2,24,25.64637080828349,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=3)",O,0.0,24,2,24,36.52213851610819,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=1)",X,0.8,45,0,5,24.457819064458207,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.8,5,0,45,72.08201249440512,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=2)",X,0.5,37,1,12,24.02146832148234,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.5,12,1,37,63.62096746762592,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.16,19,4,27,25.39655470848084,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=3)",O,0.16,27,4,19,57.63769348462423,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=1)",X,0.72,43,0,7,25.736536582311,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.72,7,0,43,102.02535112698872,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=2)",X,0.26,31,1,18,27.985143899917595,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.26,18,1,31,101.31322542826337,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=3)",X,-0.08,23,0,27,28.14270178476969,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=3)",O,0.08,27,0,23,92.60328928629556,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=1,D=3)",X,0.42,34,3,13,23.613823890686035,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.42,13,3,34,24.248334566752117,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=1)",X,0.7,42,1,7,24.87616268793742,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.7,7,1,42,47.79359896977743,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=2)",X,0.38,31,7,12,25.12617786725362,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.38,12,7,31,41.69126868247986,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=3)",X,0.2,27,6,17,24.45564564069112,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.2,17,6,27,38.8119633992513,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=1)",X,0.82,44,3,3,25.436707894007363,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.82,3,3,44,67.92641639709473,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=2)",X,0.44,32,8,10,24.73076891899109,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.44,10,8,32,58.43181570370992,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=3)",X,0.32,32,2,16,26.835813124974568,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.32,16,2,32,56.44574205080668,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=1)",X,0.74,42,3,5,25.645517667134605,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.74,5,3,42,47.67181277275085,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=2)",X,0.4,33,4,13,26.257683674494427,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.4,13,4,33,43.5100011030833,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=3)",X,0.46,35,3,12,25.56049911181132,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.46,12,3,35,42.38039533297221,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,0.9,47,1,2,25.1365389029185,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.9,2,1,47,78.78504037857056,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,0.54,36,5,9,25.486255566279088,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.54,9,5,36,69.37123974164328,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,0.16,28,2,20,24.355056842168167,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.16,20,2,28,61.94641431172688,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,0.64,40,2,8,25.036994059880577,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.64,8,2,40,100.66131750742592,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,0.2,27,6,17,24.49032417933146,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.2,17,6,27,90.20405411720276,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,0.4,32,6,12,24.76400343577067,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.4,12,6,32,86.81119044621784,30,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=1)",X,0.62,40,1,9,44.94367472330728,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.62,9,1,40,47.01585451761881,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=2)",X,0.1,27,1,22,46.008096853892006,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.1,22,1,27,41.72454078992208,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.02,24,1,25,47.295243183771774,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=3)",O,0.02,25,1,24,41.46514574686685,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=1)",X,0.52,38,0,12,53.42412757873535,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.52,12,0,38,77.00103402137756,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=2)",X,-0.06,23,1,26,54.92597262064616,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=2)",O,0.06,26,1,23,71.01907094319661,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.16,21,0,29,52.22993572552999,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=3)",O,0.16,29,0,21,62.09330757459004,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=1)",X,0.48,37,0,13,44.53909595807394,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.48,13,0,37,47.832982540130615,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=2)",X,0.26,31,1,18,47.46334052085876,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.26,18,1,31,44.28552667299906,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.06,23,1,26,42.53107086817423,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=3)",O,0.06,26,1,23,35.897698402404785,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.52,38,0,12,40.70685903231304,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.52,12,0,38,69.5926296710968,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.0,25,0,25,40.775456825892135,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,0.0,25,0,25,61.32637619972228,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.44,14,0,36,42.820666472117104,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,0.44,36,0,14,54.52704032262166,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.76,44,0,6,44.2449935277303,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.76,6,0,44,107.97417163848878,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.24,31,0,19,44.06817317008972,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.24,19,0,31,93.07374596595764,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.2,20,0,30,45.87668379147848,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,0.2,30,0,20,87.353306611379,30,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=2)",X,0.52,36,4,10,45.754506587982185,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.52,10,4,36,45.38522919019064,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=3)",X,0.16,27,4,19,44.824787298838295,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=3)",O,-0.16,19,4,27,40.001980463663735,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=1)",X,0.68,42,0,8,45.20699199040731,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=1)",O,-0.68,8,0,42,70.58977643648784,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=2)",X,0.46,35,3,12,46.41849581400554,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.46,12,3,35,61.57323559125264,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.3,16,3,31,43.10648783047994,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=3)",O,0.3,31,3,16,52.36418684323629,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=1)",X,0.68,42,0,8,44.13345297177632,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.68,8,0,42,47.261775732040405,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=2)",X,0.42,34,3,13,40.23417592048645,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.42,13,3,34,40.59371868769327,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=3)",X,0.2,28,4,18,41.40445939699809,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.2,18,4,28,40.26319066683451,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=1)",X,0.66,41,1,8,44.10699144999187,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.66,8,1,41,78.73550613721213,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,0.16,28,2,20,40.40429011980692,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.16,20,2,28,61.38060728708903,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.08,20,6,24,38.70959814389546,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,0.08,24,6,20,55.00028570493063,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,0.76,44,0,6,37.54655996958415,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.76,6,0,44,96.07143998146056,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,0.38,34,1,15,38.99310954411825,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.38,15,1,34,87.63168533643086,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.02,25,1,24,40.19935377438863,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.02,24,1,25,78.84604056676228,30,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=2,D=3)",X,0.32,32,2,16,37.26077914237976,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.32,16,2,32,36.62128408749898,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=1)",X,0.82,45,1,4,40.44034322102864,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.82,4,1,45,67.00103481610617,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=2)",X,0.62,38,5,7,36.80978671709696,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.62,7,5,38,53.89492193857829,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=3)",X,0.5,36,3,11,38.39753135045369,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.5,11,3,36,51.58764600753784,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=1)",X,0.82,44,3,3,36.907459100087486,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.82,3,3,44,42.88284699122112,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=2)",X,0.78,44,1,5,36.039268573125206,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.78,5,1,44,40.42873342831929,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=3)",X,0.6,38,4,8,34.95442175865174,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.6,8,4,38,36.5076200167338,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=1)",X,0.66,41,1,8,37.99069476127625,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.66,8,1,41,72.96655893325806,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=2)",X,0.48,33,8,9,35.06737438837687,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.48,9,8,33,61.9573970635732,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.2,27,6,17,38.58467197418212,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.2,17,6,27,61.67542020479838,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.68,41,2,7,38.62351115544637,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.68,7,2,41,103.10845255851746,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.68,40,4,6,40.078115860621125,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.68,6,4,40,94.5455054442088,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.18,27,5,18,37.62320351600647,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.18,18,5,27,81.35766386985779,30,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=1)",X,0.56,39,0,11,61.00600600242616,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.56,11,0,39,61.85402472813925,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=2)",X,0.04,24,4,22,61.3554744720459,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.04,22,4,24,55.42302966117859,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.54,11,1,38,59.09382780392965,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=3)",O,0.54,38,1,11,48.80713025728862,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=1)",X,0.52,38,0,12,61.190498669942215,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.52,12,0,38,46.04483723640442,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
