Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MCTS(S=50,R=2,D=3) vs MCTS(S=70,R=3,D=2)",Black,0.0,0,10,0,238.21905612945557
"MCTS(S=50,R=2,D=3) vs MCTS(S=70,R=3,D=2)",White,0.0,0,10,0,346.73265139261883
"MCTS(S=50,R=2,D=3) vs MCTS(S=70,R=3,D=3)",Black,0.0,0,10,0,232.14186191558832
"MCTS(S=50,R=2,D=3) vs MCTS(S=70,R=3,D=3)",White,0.0,0,10,0,458.2607730229696
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=2)",Black,0.0,0,10,0,281.82250976562494
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=2)",White,0.0,0,10,0,265.2808539072672
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=3)",Black,0.0,0,10,0,263.3915122350057
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=3)",White,0.0,0,10,0,328.63989830017096
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=2,D=2)",Black,0.0,0,10,0,253.58317216237387
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=2,D=2)",White,0.0,0,10,0,252.01238473256427
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=2,D=3)",Black,0.0,0,10,0,246.18298371632892
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=2,D=3)",White,0.0,0,10,0,313.39893658955896
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=3,D=2)",Black,0.0,0,10,0,259.6770620346069
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=3,D=2)",White,0.0,0,10,0,350.314663251241
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=3,D=3)",Black,0.0,0,10,0,254.8356119791667
"MCTS(S=50,R=3,D=2) vs MCTS(S=70,R=3,D=3)",White,0.0,0,10,0,425.18846511840826
"MCTS(S=50,R=3,D=3) vs MCTS(S=50,R=3,D=3)",Black,0.0,0,10,0,352.2808885574341
"MCTS(S=50,R=3,D=3) vs MCTS(S=50,R=3,D=3)",White,0.0,0,10,0,350.7613436381022
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=2,D=2)",Black,0.0,0,10,0,344.5975430806478
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=2,D=2)",White,0.0,0,10,0,283.8323291142781
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=2,D=3)",Black,0.0,0,10,0,379.28500175476074
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=2,D=3)",White,0.0,0,10,0,414.82284704844153
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=3,D=2)",Black,0.0,0,10,0,396.32997353871656
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=3,D=2)",White,0.0,0,10,0,428.1013059616089
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=3,D=3)",Black,0.0,0,10,0,358.99081071217853
"MCTS(S=50,R=3,D=3) vs MCTS(S=70,R=3,D=3)",White,0.0,0,10,0,516.9547319412231
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=2,D=2)",Black,0.0,0,10,0,268.0190817515055
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=2,D=2)",White,0.0,0,10,0,248.22083632151288
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=2,D=3)",Black,0.0,0,10,0,274.7797409693399
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=2,D=3)",White,0.0,0,10,0,335.30074596405035
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=3,D=2)",Black,0.0,0,10,0,257.5680605570475
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=3,D=2)",White,0.0,0,10,0,323.2304445902506
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=3,D=3)",Black,0.0,0,10,0,277.41437117258704
"MCTS(S=70,R=2,D=2) vs MCTS(S=70,R=3,D=3)",White,0.0,0,10,0,463.47953160603845
"MCTS(S=70,R=2,D=3) vs MCTS(S=70,R=2,D=3)",Black,-1.0,0,0,10,371.1122072660006
"MCTS(S=70,R=2,D=3) vs MCTS(S=70,R=2,D=3)",White,1.0,10,0,0,397.39922376779407
"MCTS(S=70,R=2,D=3) vs MCTS(S=70,R=3,D=2)",Black,0.0,0,10,0,379.27879333496094
"MCTS(S=70,R=2,D=3) vs MCTS(S=70,R=3,D=2)",White,0.0,0,10,0,416.5327676137288
"MCTS(S=70,R=2,D=3) vs MCTS(S=70,R=3,D=3)",Black,-1.0,0,0,10,339.3751291128305
"MCTS(S=70,R=2,D=3) vs MCTS(S=70,R=3,D=3)",White,1.0,10,0,0,482.4413794737595
"MCTS(S=70,R=3,D=2) vs MCTS(S=70,R=3,D=2)",Black,0.0,0,10,0,334.53897794087726
"MCTS(S=70,R=3,D=2) vs MCTS(S=70,R=3,D=2)",White,0.0,0,10,0,314.86126422882074
"MCTS(S=70,R=3,D=2) vs MCTS(S=70,R=3,D=3)",Black,0.0,0,10,0,395.6248585383097
"MCTS(S=70,R=3,D=2) vs MCTS(S=70,R=3,D=3)",White,0.0,0,10,0,483.98978551228845
"MCTS(S=70,R=3,D=3) vs MCTS(S=70,R=3,D=3)",Black,-1.0,0,0,10,505.79761358407825
"MCTS(S=70,R=3,D=3) vs MCTS(S=70,R=3,D=3)",White,1.0,10,0,0,539.6071690779465
