Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MiniMax(D=1) vs MCTS(S=10,R=1,D=2)",O,0.92,48,0,2,7.842352390289307
"MiniMax(D=1) vs MCTS(S=10,R=1,D=3)",X,-0.96,0,2,48,2.863084236780803
"MiniMax(D=1) vs MCTS(S=10,R=1,D=3)",O,0.96,48,2,0,7.452159722646078
"MiniMax(D=1) vs MCTS(S=10,R=2,D=1)",X,-0.84,4,0,46,2.9079652627309165
"MiniMax(D=1) vs MCTS(S=10,R=2,D=1)",O,0.84,46,0,4,13.438616196314493
"MiniMax(D=1) vs MCTS(S=10,R=2,D=2)",X,-0.98,0,1,49,2.910824855168661
"MiniMax(D=1) vs MCTS(S=10,R=2,D=2)",O,0.98,49,1,0,12.687205473581948
"MiniMax(D=1) vs MCTS(S=10,R=2,D=3)",X,-1.0,0,0,50,3.1077714761098223
"MiniMax(D=1) vs MCTS(S=10,R=2,D=3)",O,1.0,50,0,0,12.390096187591553
"MiniMax(D=1) vs MCTS(S=10,R=3,D=1)",X,-0.84,3,2,45,2.827813307444255
"MiniMax(D=1) vs MCTS(S=10,R=3,D=1)",O,0.84,45,2,3,18.40875744819641
"MiniMax(D=1) vs MCTS(S=10,R=3,D=2)",X,-0.96,1,0,49,3.1250353654225673
"MiniMax(D=1) vs MCTS(S=10,R=3,D=2)",O,0.96,49,0,1,17.854357957839966
"MiniMax(D=1) vs MCTS(S=10,R=3,D=3)",X,-0.98,0,1,49,3.062657674153646
"MiniMax(D=1) vs MCTS(S=10,R=3,D=3)",O,0.98,49,1,0,16.38167897860209
"MiniMax(D=1) vs MCTS(S=30,R=1,D=1)",X,-0.92,1,2,47,3.022457758585612
"MiniMax(D=1) vs MCTS(S=30,R=1,D=1)",O,0.92,47,2,1,22.812474966049194
"MiniMax(D=1) vs MCTS(S=30,R=1,D=2)",X,-0.96,1,0,49,3.1264285246531167
"MiniMax(D=1) vs MCTS(S=30,R=1,D=2)",O,0.96,49,0,1,21.53602202733358
"MiniMax(D=1) vs MCTS(S=30,R=1,D=3)",X,-1.0,0,0,50,3.2558373610178624
"MiniMax(D=1) vs MCTS(S=30,R=1,D=3)",O,1.0,50,0,0,21.498928467432656
"MiniMax(D=1) vs MCTS(S=30,R=2,D=1)",X,-1.0,0,0,50,3.3079667886098223
"MiniMax(D=1) vs MCTS(S=30,R=2,D=1)",O,1.0,50,0,0,39.261766274770096
"MiniMax(D=1) vs MCTS(S=30,R=2,D=2)",X,-1.0,0,0,50,3.413994312286377
"MiniMax(D=1) vs MCTS(S=30,R=2,D=2)",O,1.0,50,0,0,37.721072038014725
"MiniMax(D=1) vs MCTS(S=30,R=2,D=3)",X,-1.0,0,0,50,3.239209254582723
"MiniMax(D=1) vs MCTS(S=30,R=2,D=3)",O,1.0,50,0,0,34.673790534337364
"MiniMax(D=1) vs MCTS(S=30,R=3,D=1)",X,-1.0,0,0,50,3.2467349370320644
"MiniMax(D=1) vs MCTS(S=30,R=3,D=1)",O,1.0,50,0,0,55.41447997093201
"MiniMax(D=1) vs MCTS(S=30,R=3,D=2)",X,-1.0,0,0,50,3.020776907602946
"MiniMax(D=1) vs MCTS(S=30,R=3,D=2)",O,1.0,50,0,0,49.630835851033524
"MiniMax(D=1) vs MCTS(S=30,R=3,D=3)",X,-0.96,1,0,49,3.0730613072713213
"MiniMax(D=1) vs MCTS(S=30,R=3,D=3)",O,0.96,49,0,1,46.15904013315837
"MiniMax(D=1) vs MCTS(S=50,R=1,D=1)",X,-0.96,1,0,49,3.7534113725026446
"MiniMax(D=1) vs MCTS(S=50,R=1,D=1)",O,0.96,49,0,1,37.231973012288414
"MiniMax(D=1) vs MCTS(S=50,R=1,D=2)",X,-0.88,3,0,47,3.121017615000407
"MiniMax(D=1) vs MCTS(S=50,R=1,D=2)",O,0.88,47,0,3,35.65383871396383
"MiniMax(D=1) vs MCTS(S=50,R=1,D=3)",X,-1.0,0,0,50,3.235811789830526
"MiniMax(D=1) vs MCTS(S=50,R=1,D=3)",O,1.0,50,0,0,33.60079566637675
"MiniMax(D=1) vs MCTS(S=50,R=2,D=1)",X,-1.0,0,0,50,3.351188898086548
"MiniMax(D=1) vs MCTS(S=50,R=2,D=1)",O,1.0,50,0,0,63.93311421076456
"MiniMax(D=1) vs MCTS(S=50,R=2,D=2)",X,-1.0,0,0,50,3.3546483516693115
"MiniMax(D=1) vs MCTS(S=50,R=2,D=2)",O,1.0,50,0,0,59.44049636522929
"MiniMax(D=1) vs MCTS(S=50,R=2,D=3)",X,-1.0,0,0,50,3.1056809425354004
"MiniMax(D=1) vs MCTS(S=50,R=2,D=3)",O,1.0,50,0,0,54.03070569038391
"MiniMax(D=1) vs MCTS(S=50,R=3,D=1)",X,-1.0,0,0,50,2.99244244893392
"MiniMax(D=1) vs MCTS(S=50,R=3,D=1)",O,1.0,50,0,0,85.47821084658304
"MiniMax(D=1) vs MCTS(S=50,R=3,D=2)",X,-0.96,1,0,49,3.193536202112833
"MiniMax(D=1) vs MCTS(S=50,R=3,D=2)",O,0.96,49,0,1,84.65846379597983
"MiniMax(D=1) vs MCTS(S=50,R=3,D=3)",X,-1.0,0,0,50,3.8706803321838374
"MiniMax(D=1) vs MCTS(S=50,R=3,D=3)",O,1.0,50,0,0,76.7852226893107
"MiniMax(D=2) vs MCTS(S=10,R=1,D=1)",X,-0.12,16,12,22,16.170189619064328
"MiniMax(D=2) vs MCTS(S=10,R=1,D=1)",O,0.12,22,12,16,8.401152690251667
"MiniMax(D=2) vs MCTS(S=10,R=1,D=2)",X,-0.06,19,9,22,16.567652463912964
"MiniMax(D=2) vs MCTS(S=10,R=1,D=2)",O,0.06,22,9,19,7.722100019454956
"MiniMax(D=2) vs MCTS(S=10,R=1,D=3)",X,0.36,30,8,12,15.791398763656614
"MiniMax(D=2) vs MCTS(S=10,R=1,D=3)",O,-0.36,12,8,30,7.367970546086629
"MiniMax(D=2) vs MCTS(S=10,R=2,D=1)",X,0.0,21,8,21,16.291979551315304
"MiniMax(D=2) vs MCTS(S=10,R=2,D=1)",O,0.0,21,8,21,13.908638954162598
"MiniMax(D=2) vs MCTS(S=10,R=2,D=2)",X,0.02,22,7,21,17.88971185684204
"MiniMax(D=2) vs MCTS(S=10,R=2,D=2)",O,-0.02,21,7,22,13.884443839391073
"MiniMax(D=2) vs MCTS(S=10,R=2,D=3)",X,0.2,26,8,16,17.72924518585205
"MiniMax(D=2) vs MCTS(S=10,R=2,D=3)",O,-0.2,16,8,26,13.033283154169716
"MiniMax(D=2) vs MCTS(S=10,R=3,D=1)",X,-0.4,12,6,32,17.797775506973267
"MiniMax(D=2) vs MCTS(S=10,R=3,D=1)",O,0.4,32,6,12,19.521104097366333
"MiniMax(D=2) vs MCTS(S=10,R=3,D=2)",X,0.14,27,3,20,16.490991353988647
"MiniMax(D=2) vs MCTS(S=10,R=3,D=2)",O,-0.14,20,3,27,18.686944643656414
"MiniMax(D=2) vs MCTS(S=10,R=3,D=3)",X,0.18,27,5,18,16.447172403335568
"MiniMax(D=2) vs MCTS(S=10,R=3,D=3)",O,-0.18,18,5,27,16.80507938067118
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",X,-0.04,24,0,26,17.377208709716797
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",O,0.04,26,0,24,24.224603176116943
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",X,0.08,25,4,21,16.471880674362183
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",O,-0.08,21,4,25,21.04985912640889
"MiniMax(D=2) vs MCTS(S=30,R=1,D=3)",X,0.2,28,4,18,16.130028247833256
"MiniMax(D=2) vs MCTS(S=30,R=1,D=3)",O,-0.2,18,4,28,20.25250792503357
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",X,-0.18,20,1,29,16.282642602920532
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",O,0.18,29,1,20,36.58506115277608
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",X,-0.06,20,7,23,16.442445516586304
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",O,0.06,23,7,20,35.6711224714915
"MiniMax(D=2) vs MCTS(S=30,R=2,D=3)",X,0.34,32,3,15,16.312861442565918
"MiniMax(D=2) vs MCTS(S=30,R=2,D=3)",O,-0.34,15,3,32,33.69218071301778
"MiniMax(D=2) vs MCTS(S=30,R=3,D=1)",X,-0.04,24,0,26,16.53266954421997
"MiniMax(D=2) vs MCTS(S=30,R=3,D=1)",O,0.04,26,0,24,52.91651368141175
"MiniMax(D=2) vs MCTS(S=30,R=3,D=2)",X,-0.3,13,9,28,16.637542963027954
"MiniMax(D=2) vs MCTS(S=30,R=3,D=2)",O,0.3,28,9,13,47.63086716334025
"MiniMax(D=2) vs MCTS(S=30,R=3,D=3)",X,0.32,32,2,16,19.571613311767578
"MiniMax(D=2) vs MCTS(S=30,R=3,D=3)",O,-0.32,16,2,32,51.375703016916916
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",X,-0.22,19,1,30,18.566752910614014
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",O,0.22,30,1,19,40.02437790234884
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",X,0.18,28,3,19,16.42159676551819
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",O,-0.18,19,3,28,34.455444018046066
"MiniMax(D=2) vs MCTS(S=50,R=1,D=3)",X,0.32,31,4,15,16.194127082824707
"MiniMax(D=2) vs MCTS(S=50,R=1,D=3)",O,-0.32,15,4,31,32.86182641983033
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",X,-0.56,11,0,39,18.140309810638424
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",O,0.56,39,0,11,62.332496643066406
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",X,0.28,31,2,17,16.114874124526978
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",O,-0.28,17,2,31,54.42515214284261
"MiniMax(D=2) vs MCTS(S=50,R=2,D=3)",X,0.34,33,1,16,15.79909539222717
"MiniMax(D=2) vs MCTS(S=50,R=2,D=3)",O,-0.34,16,1,33,51.28091216087341
"MiniMax(D=2) vs MCTS(S=50,R=3,D=1)",X,-0.28,18,0,32,16.8318829536438
"MiniMax(D=2) vs MCTS(S=50,R=3,D=1)",O,0.28,32,0,18,79.40964261690776
"MiniMax(D=2) vs MCTS(S=50,R=3,D=2)",X,0.08,27,0,23,16.056746006011966
"MiniMax(D=2) vs MCTS(S=50,R=3,D=2)",O,-0.08,23,0,27,75.95555146535237
"MiniMax(D=2) vs MCTS(S=50,R=3,D=3)",X,0.52,36,4,10,15.703259944915771
"MiniMax(D=2) vs MCTS(S=50,R=3,D=3)",O,-0.52,10,4,36,73.07348211606343
"MiniMax(D=3) vs MCTS(S=10,R=1,D=1)",X,0.92,47,2,1,112.99126513799031
"MiniMax(D=3) vs MCTS(S=10,R=1,D=1)",O,-0.92,1,2,47,8.960080941518148
"MiniMax(D=3) vs MCTS(S=10,R=1,D=2)",X,0.78,44,1,5,117.21309367815654
"MiniMax(D=3) vs MCTS(S=10,R=1,D=2)",O,-0.78,5,1,44,9.195834795633951
"MiniMax(D=3) vs MCTS(S=10,R=1,D=3)",X,0.58,37,5,8,111.46083577473956
"MiniMax(D=3) vs MCTS(S=10,R=1,D=3)",O,-0.58,8,5,37,8.452988862991333
"MiniMax(D=3) vs MCTS(S=10,R=2,D=1)",X,0.8,42,6,2,115.66569789250691
"MiniMax(D=3) vs MCTS(S=10,R=2,D=1)",O,-0.8,2,6,42,15.550122658411663
"MiniMax(D=3) vs MCTS(S=10,R=2,D=2)",X,0.74,42,3,5,111.5412270228068
"MiniMax(D=3) vs MCTS(S=10,R=2,D=2)",O,-0.74,5,3,42,13.79308819770813
"MiniMax(D=3) vs MCTS(S=10,R=2,D=3)",X,0.36,31,6,13,102.86122155189513
"MiniMax(D=3) vs MCTS(S=10,R=2,D=3)",O,-0.36,13,6,31,12.905110518137612
"MiniMax(D=3) vs MCTS(S=10,R=3,D=1)",X,0.94,48,1,1,111.61385965347291
"MiniMax(D=3) vs MCTS(S=10,R=3,D=1)",O,-0.94,1,1,48,19.916414817174278
"MiniMax(D=3) vs MCTS(S=10,R=3,D=2)",X,0.52,36,4,10,106.59924491246542
"MiniMax(D=3) vs MCTS(S=10,R=3,D=2)",O,-0.52,10,4,36,18.619473775227867
"MiniMax(D=3) vs MCTS(S=10,R=3,D=3)",X,0.24,28,6,16,101.79701320330302
"MiniMax(D=3) vs MCTS(S=10,R=3,D=3)",O,-0.24,16,6,28,16.37274980545044
"MiniMax(D=3) vs MCTS(S=30,R=1,D=1)",X,0.96,49,0,1,110.36736448605853
"MiniMax(D=3) vs MCTS(S=30,R=1,D=1)",O,-0.96,1,0,49,25.220919052759807
"MiniMax(D=3) vs MCTS(S=30,R=1,D=2)",X,0.62,36,9,5,107.14650845527649
"MiniMax(D=3) vs MCTS(S=30,R=1,D=2)",O,-0.62,5,9,36,24.927797317504883
"MiniMax(D=3) vs MCTS(S=30,R=1,D=3)",X,-0.1,22,1,27,106.87710142135622
"MiniMax(D=3) vs MCTS(S=30,R=1,D=3)",O,0.1,27,1,22,21.93264881769816
"MiniMax(D=3) vs MCTS(S=30,R=2,D=1)",X,0.82,44,3,3,112.2039217154185
"MiniMax(D=3) vs MCTS(S=30,R=2,D=1)",O,-0.82,3,3,44,42.17144091924031
"MiniMax(D=3) vs MCTS(S=30,R=2,D=2)",X,0.4,29,12,9,100.51337472597758
"MiniMax(D=3) vs MCTS(S=30,R=2,D=2)",O,-0.4,9,12,29,37.02952702840169
"MiniMax(D=3) vs MCTS(S=30,R=2,D=3)",X,-0.1,19,7,24,97.77693057060243
"MiniMax(D=3) vs MCTS(S=30,R=2,D=3)",O,0.1,24,7,19,33.198782205581665
"MiniMax(D=3) vs MCTS(S=30,R=3,D=1)",X,0.92,48,0,2,108.85513663291931
"MiniMax(D=3) vs MCTS(S=30,R=3,D=1)",O,-0.92,2,0,48,57.33831723531087
"MiniMax(D=3) vs MCTS(S=30,R=3,D=2)",X,0.18,21,17,12,94.91121904055277
"MiniMax(D=3) vs MCTS(S=30,R=3,D=2)",O,-0.18,12,17,21,50.79775810241699
"MiniMax(D=3) vs MCTS(S=30,R=3,D=3)",X,-0.26,16,5,29,96.53486410776773
"MiniMax(D=3) vs MCTS(S=30,R=3,D=3)",O,0.26,29,5,16,43.800660371780396
"MiniMax(D=3) vs MCTS(S=50,R=1,D=1)",X,0.76,44,0,6,108.8203700383504
"MiniMax(D=3) vs MCTS(S=50,R=1,D=1)",O,-0.76,6,0,44,40.21877765655518
"MiniMax(D=3) vs MCTS(S=50,R=1,D=2)",X,0.3,30,5,15,96.31377847989401
"MiniMax(D=3) vs MCTS(S=50,R=1,D=2)",O,-0.3,15,5,30,34.685681660970054
"MiniMax(D=3) vs MCTS(S=50,R=1,D=3)",X,-0.34,15,3,32,99.08959317207338
"MiniMax(D=3) vs MCTS(S=50,R=1,D=3)",O,0.34,32,3,15,32.162518103917435
"MiniMax(D=3) vs MCTS(S=50,R=2,D=1)",X,0.9,46,3,1,103.61392259597781
"MiniMax(D=3) vs MCTS(S=50,R=2,D=1)",O,-0.9,1,3,46,65.29648860295613
"MiniMax(D=3) vs MCTS(S=50,R=2,D=2)",X,0.38,31,7,12,101.93033703168233
"MiniMax(D=3) vs MCTS(S=50,R=2,D=2)",O,-0.38,12,7,31,58.12225381533305
"MiniMax(D=3) vs MCTS(S=50,R=2,D=3)",X,-0.26,18,1,31,101.75359272956847
"MiniMax(D=3) vs MCTS(S=50,R=2,D=3)",O,0.26,31,1,18,53.679968516031906
"MiniMax(D=3) vs MCTS(S=50,R=3,D=1)",X,0.92,48,0,2,104.62773442268372
"MiniMax(D=3) vs MCTS(S=50,R=3,D=1)",O,-0.92,2,0,48,91.31637016932169
"MiniMax(D=3) vs MCTS(S=50,R=3,D=2)",X,0.5,33,9,8,102.43111165364584
"MiniMax(D=3) vs MCTS(S=50,R=3,D=2)",O,-0.5,8,9,33,83.85046680768329
"MiniMax(D=3) vs MCTS(S=50,R=3,D=3)",X,-0.1,21,3,26,98.9004590511322
"MiniMax(D=3) vs MCTS(S=50,R=3,D=3)",O,0.1,26,3,21,72.3871922492981
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=1)",X,0.38,33,3,14,9.245362917582193
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=1)",O,-0.38,14,3,33,9.674781163533527
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=2)",X,0.26,28,7,15,8.962630351384481
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=2)",O,-0.26,15,7,28,8.539071480433146
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=3)",X,-0.02,23,3,24,9.260437726974486
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=3)",O,0.02,24,3,23,8.589813311894735
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=1)",X,0.4,34,2,14,9.595093886057535
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=1)",O,-0.4,14,2,34,15.159629185994467
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=2)",X,-0.02,22,5,23,9.403274615605673
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=2)",O,0.02,23,5,22,14.131080706914267
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=3)",X,0.08,24,6,20,9.179369529088339
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=3)",O,-0.08,20,6,24,13.345173597335815
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=1)",X,0.34,29,9,12,8.89134947458903
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.34,12,9,29,20.533287922541298
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=2)",X,0.12,25,6,19,9.572950919469198
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.12,19,6,25,19.363096555074055
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=3)",X,-0.26,16,5,29,9.076920350392658
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=3)",O,0.26,29,5,16,16.97968681653341
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=1)",X,0.46,35,3,12,8.653476635615032
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.46,12,3,35,26.088420152664185
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=2)",X,-0.06,22,3,25,8.82010261217753
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=2)",O,0.06,25,3,22,22.577892939249676
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=3)",X,0.14,28,1,21,8.635769526163738
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=3)",O,-0.14,21,1,28,22.128511667251587
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=1)",X,0.32,33,0,17,8.748009125391643
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.32,17,0,33,42.158048152923584
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=2)",X,-0.14,19,5,26,8.515202601750694
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=2)",O,0.14,26,5,19,36.61743720372518
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.36,14,4,32,8.754806836446127
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=3)",O,0.36,32,4,14,33.61632903416952
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=1)",X,0.32,33,0,17,8.747406800587973
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.32,17,0,33,57.1186085542043
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=2)",X,-0.08,19,8,23,8.717999696731567
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=2)",O,0.08,23,8,19,50.484215815862015
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.2,19,2,29,8.915297190348307
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=3)",O,0.2,29,2,19,47.83758521080017
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=1)",X,0.2,29,2,19,9.207219044367472
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.2,19,2,29,43.6239743232727
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=2)",X,-0.06,20,7,23,8.866636355717976
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=2)",O,0.06,23,7,20,38.09537331263224
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.44,12,4,34,9.026986519495647
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=3)",O,0.44,34,4,12,34.86798127492269
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=1)",X,0.14,28,1,21,8.86878228187561
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.14,21,1,28,67.85965879758199
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=2)",X,0.1,26,3,21,9.21392552057902
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.1,21,3,26,62.933525244394936
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.4,14,2,34,8.857888460159302
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=3)",O,0.4,34,2,14,56.77817503611246
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=1)",X,0.44,35,2,13,9.946385939915976
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.44,13,2,35,106.19568308194476
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=2)",X,0.1,26,3,21,8.68618114789327
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.1,21,3,26,84.60443854331969
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.42,13,3,34,8.945902109146118
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=3)",O,0.42,34,3,13,75.92615962028503
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=2)",X,0.54,38,1,11,8.600534041722616
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=2)",O,-0.54,11,1,38,8.77023975054423
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=3)",X,0.24,29,4,17,8.648600339889526
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=3)",O,-0.24,17,4,29,8.065488735834759
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=1)",X,0.58,38,3,9,9.423887888590494
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=1)",O,-0.58,9,3,38,16.074074109395344
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=2)",X,0.5,36,3,11,9.678456465403238
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=2)",O,-0.5,11,3,36,16.178489923477173
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=3)",X,0.2,29,2,19,9.294103304545084
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=3)",O,-0.2,19,2,29,13.685473998387655
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=1)",X,0.62,40,1,9,9.534075578053793
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=1)",O,-0.62,9,1,40,22.238985697428387
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=2)",X,0.48,34,6,10,9.980856974919636
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=2)",O,-0.48,10,6,34,20.883028507232666
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=3)",X,-0.06,22,3,25,9.903183221817017
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=3)",O,0.06,25,3,22,19.56920623779297
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=1)",X,0.5,37,1,12,10.183103561401365
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=1)",O,-0.5,12,1,37,29.430046876271565
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=2)",X,0.28,31,2,17,9.063104708989462
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.28,17,2,31,25.854409535725914
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=3)",X,0.14,26,5,19,9.397794167200724
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.14,19,5,26,26.98950370152791
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=1)",X,0.4,35,0,15,9.07771666844686
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=1)",O,-0.4,15,0,35,45.09856700897217
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=2)",X,0.16,27,4,19,9.103765726089478
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.16,19,4,27,40.44724384943645
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=3)",X,-0.04,22,4,24,9.482194105784098
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=3)",O,0.04,24,4,22,39.27093029022217
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=1)",X,0.6,39,2,9,9.224013328552246
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=1)",O,-0.6,9,2,39,64.45780714352927
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=2)",X,0.2,29,2,19,9.491278330485025
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.2,19,2,29,58.30185492833456
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.18,19,3,28,9.8594601949056
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=3)",O,0.18,28,3,19,54.04611070950826
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=1)",X,0.7,42,1,7,9.652926286061604
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.7,7,1,42,48.28099648157755
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=2)",X,0.3,31,3,16,10.765931526819864
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.3,16,3,31,44.875636895497635
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=3)",X,-0.04,23,2,25,9.613002936045328
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=3)",O,0.04,25,2,23,37.82289584477742
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=1)",X,0.82,45,1,4,8.917072931925457
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.82,4,1,45,76.43797993659973
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=2)",X,0.02,24,3,23,8.751753409703573
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.02,23,3,24,65.25053898493448
