Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MiniMax(D=1) vs MCTS(S=10,R=1,D=3)",O,-0.32,14,6,30,7.403726577758789
"MiniMax(D=1) vs MCTS(S=10,R=2,D=1)",X,0.22,28,5,17,2.5272939205169678
"MiniMax(D=1) vs MCTS(S=10,R=2,D=1)",O,-0.22,17,5,28,12.558866739273073
"MiniMax(D=1) vs MCTS(S=10,R=2,D=2)",X,0.1,25,5,20,2.2812534173329673
"MiniMax(D=1) vs MCTS(S=10,R=2,D=2)",O,-0.1,20,5,25,12.02285647392273
"MiniMax(D=1) vs MCTS(S=10,R=2,D=3)",X,0.36,32,4,14,2.1193721294403076
"MiniMax(D=1) vs MCTS(S=10,R=2,D=3)",O,-0.36,14,4,32,11.318039099375408
"MiniMax(D=1) vs MCTS(S=10,R=3,D=1)",X,0.14,25,7,18,2.2085061868031817
"MiniMax(D=1) vs MCTS(S=10,R=3,D=1)",O,-0.14,18,7,25,15.413378874460854
"MiniMax(D=1) vs MCTS(S=10,R=3,D=2)",X,0.12,24,8,18,2.1961724758148193
"MiniMax(D=1) vs MCTS(S=10,R=3,D=2)",O,-0.12,18,8,24,14.79100545247396
"MiniMax(D=1) vs MCTS(S=10,R=3,D=3)",X,0.14,27,3,20,2.255657196044922
"MiniMax(D=1) vs MCTS(S=10,R=3,D=3)",O,-0.14,20,3,27,14.484190940856935
"MiniMax(D=1) vs MCTS(S=30,R=1,D=1)",X,-0.26,17,3,30,2.4542487462361655
"MiniMax(D=1) vs MCTS(S=30,R=1,D=1)",O,0.26,30,3,17,20.967941681543984
"MiniMax(D=1) vs MCTS(S=30,R=1,D=2)",X,0.72,40,6,4,2.154279311498006
"MiniMax(D=1) vs MCTS(S=30,R=1,D=2)",O,-0.72,4,6,40,19.736533164978027
"MiniMax(D=1) vs MCTS(S=30,R=1,D=3)",X,0.5,36,3,11,2.0904120604197183
"MiniMax(D=1) vs MCTS(S=30,R=1,D=3)",O,-0.5,11,3,36,18.905457655588783
"MiniMax(D=1) vs MCTS(S=30,R=2,D=1)",X,-0.12,20,4,26,2.1848816871643066
"MiniMax(D=1) vs MCTS(S=30,R=2,D=1)",O,0.12,26,4,20,29.950533707936607
"MiniMax(D=1) vs MCTS(S=30,R=2,D=2)",X,0.32,30,6,14,2.055386702219645
"MiniMax(D=1) vs MCTS(S=30,R=2,D=2)",O,-0.32,14,6,30,30.368561347325638
"MiniMax(D=1) vs MCTS(S=30,R=2,D=3)",X,0.32,31,4,15,2.181546211242676
"MiniMax(D=1) vs MCTS(S=30,R=2,D=3)",O,-0.32,15,4,31,29.2823072274526
"MiniMax(D=1) vs MCTS(S=30,R=3,D=1)",X,-0.28,17,2,31,2.128997564315796
"MiniMax(D=1) vs MCTS(S=30,R=3,D=1)",O,0.28,31,2,17,40.656757752100624
"MiniMax(D=1) vs MCTS(S=30,R=3,D=2)",X,0.06,22,9,19,2.055785894393921
"MiniMax(D=1) vs MCTS(S=30,R=3,D=2)",O,-0.06,19,9,22,40.311544736226395
"MiniMax(D=1) vs MCTS(S=30,R=3,D=3)",X,-0.08,20,6,24,2.216266473134359
"MiniMax(D=1) vs MCTS(S=30,R=3,D=3)",O,0.08,24,6,20,41.032555103302
"MiniMax(D=1) vs MCTS(S=50,R=1,D=1)",X,-0.02,23,3,24,2.3860260645548506
"MiniMax(D=1) vs MCTS(S=50,R=1,D=1)",O,0.02,24,3,23,35.07548689842224
"MiniMax(D=1) vs MCTS(S=50,R=1,D=2)",X,0.32,29,8,13,2.283033529917399
"MiniMax(D=1) vs MCTS(S=50,R=1,D=2)",O,-0.32,13,8,29,33.45816055933635
"MiniMax(D=1) vs MCTS(S=50,R=1,D=3)",X,0.56,38,2,10,2.214157501856486
"MiniMax(D=1) vs MCTS(S=50,R=1,D=3)",O,-0.56,10,2,38,31.31619890530904
"MiniMax(D=1) vs MCTS(S=50,R=2,D=1)",X,-0.14,19,5,26,2.337086915969849
"MiniMax(D=1) vs MCTS(S=50,R=2,D=1)",O,0.14,26,5,19,53.36828947067261
"MiniMax(D=1) vs MCTS(S=50,R=2,D=2)",X,0.08,23,8,19,2.380564610163371
"MiniMax(D=1) vs MCTS(S=50,R=2,D=2)",O,-0.08,19,8,23,55.024601221084595
"MiniMax(D=1) vs MCTS(S=50,R=2,D=3)",X,0.2,26,8,16,2.260838588078817
"MiniMax(D=1) vs MCTS(S=50,R=2,D=3)",O,-0.2,16,8,26,49.60258682568869
"MiniMax(D=1) vs MCTS(S=50,R=3,D=1)",X,-0.14,20,3,27,2.299190044403076
"MiniMax(D=1) vs MCTS(S=50,R=3,D=1)",O,0.14,27,3,20,71.21091882387798
"MiniMax(D=1) vs MCTS(S=50,R=3,D=2)",X,-0.06,19,9,22,2.1070496241251626
"MiniMax(D=1) vs MCTS(S=50,R=3,D=2)",O,0.06,22,9,19,65.91334978739421
"MiniMax(D=1) vs MCTS(S=50,R=3,D=3)",X,-0.02,23,3,24,2.276547114054362
"MiniMax(D=1) vs MCTS(S=50,R=3,D=3)",O,0.02,24,3,23,67.1092693010966
"MiniMax(D=2) vs MCTS(S=10,R=1,D=1)",X,0.82,41,9,0,13.465500513712563
"MiniMax(D=2) vs MCTS(S=10,R=1,D=1)",O,-0.82,0,9,41,6.783982515335083
"MiniMax(D=2) vs MCTS(S=10,R=1,D=2)",X,0.9,45,5,0,14.693281332651775
"MiniMax(D=2) vs MCTS(S=10,R=1,D=2)",O,-0.9,0,5,45,7.1050504843393965
"MiniMax(D=2) vs MCTS(S=10,R=1,D=3)",X,0.86,43,7,0,13.973014434178669
"MiniMax(D=2) vs MCTS(S=10,R=1,D=3)",O,-0.86,0,7,43,6.8318645159403495
"MiniMax(D=2) vs MCTS(S=10,R=2,D=1)",X,0.8,40,10,0,13.568487723668415
"MiniMax(D=2) vs MCTS(S=10,R=2,D=1)",O,-0.8,0,10,40,10.435102780659994
"MiniMax(D=2) vs MCTS(S=10,R=2,D=2)",X,0.78,39,11,0,14.849725723266602
"MiniMax(D=2) vs MCTS(S=10,R=2,D=2)",O,-0.78,0,11,39,11.57308578491211
"MiniMax(D=2) vs MCTS(S=10,R=2,D=3)",X,0.84,42,8,0,15.63451822598775
"MiniMax(D=2) vs MCTS(S=10,R=2,D=3)",O,-0.84,0,8,42,11.114277839660645
"MiniMax(D=2) vs MCTS(S=10,R=3,D=1)",X,0.9,45,5,0,14.059595902760824
"MiniMax(D=2) vs MCTS(S=10,R=3,D=1)",O,-0.9,0,5,45,15.290182431538902
"MiniMax(D=2) vs MCTS(S=10,R=3,D=2)",X,0.86,43,7,0,13.60341803232829
"MiniMax(D=2) vs MCTS(S=10,R=3,D=2)",O,-0.86,0,7,43,14.6858016649882
"MiniMax(D=2) vs MCTS(S=10,R=3,D=3)",X,0.9,45,5,0,13.667518377304077
"MiniMax(D=2) vs MCTS(S=10,R=3,D=3)",O,-0.9,0,5,45,14.3722935517629
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",X,0.76,38,12,0,13.531717220942179
"MiniMax(D=2) vs MCTS(S=30,R=1,D=1)",O,-0.76,0,12,38,19.75859721501668
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",X,0.9,45,5,0,15.091261704762777
"MiniMax(D=2) vs MCTS(S=30,R=1,D=2)",O,-0.9,0,5,45,21.569912036259968
"MiniMax(D=2) vs MCTS(S=30,R=1,D=3)",X,0.78,39,11,0,14.177656809488933
"MiniMax(D=2) vs MCTS(S=30,R=1,D=3)",O,-0.78,0,11,39,19.27326202392578
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",X,0.88,44,6,0,13.520635843276978
"MiniMax(D=2) vs MCTS(S=30,R=2,D=1)",O,-0.88,0,6,44,31.226421991984047
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",X,0.94,47,3,0,16.042624711990356
"MiniMax(D=2) vs MCTS(S=30,R=2,D=2)",O,-0.94,0,3,47,33.79337588946024
"MiniMax(D=2) vs MCTS(S=30,R=2,D=3)",X,0.76,38,12,0,14.592530250549318
"MiniMax(D=2) vs MCTS(S=30,R=2,D=3)",O,-0.76,0,12,38,32.86056558291117
"MiniMax(D=2) vs MCTS(S=30,R=3,D=1)",X,0.76,38,12,0,14.319179058074951
"MiniMax(D=2) vs MCTS(S=30,R=3,D=1)",O,-0.76,0,12,38,46.06129050254823
"MiniMax(D=2) vs MCTS(S=30,R=3,D=2)",X,0.88,44,6,0,16.2423198223114
"MiniMax(D=2) vs MCTS(S=30,R=3,D=2)",O,-0.88,0,6,44,48.1366503238678
"MiniMax(D=2) vs MCTS(S=30,R=3,D=3)",X,0.8,40,10,0,14.366917053858439
"MiniMax(D=2) vs MCTS(S=30,R=3,D=3)",O,-0.8,0,10,40,45.06989916165669
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",X,0.9,45,5,0,15.61563189824422
"MiniMax(D=2) vs MCTS(S=50,R=1,D=1)",O,-0.9,0,5,45,36.682594219843544
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",X,0.84,42,8,0,14.073286374409996
"MiniMax(D=2) vs MCTS(S=50,R=1,D=2)",O,-0.84,0,8,42,32.67241597175598
"MiniMax(D=2) vs MCTS(S=50,R=1,D=3)",X,0.9,45,5,0,14.31918199857076
"MiniMax(D=2) vs MCTS(S=50,R=1,D=3)",O,-0.9,0,5,45,33.05067658424378
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",X,0.7,35,15,0,17.233075618743896
"MiniMax(D=2) vs MCTS(S=50,R=2,D=1)",O,-0.7,0,15,35,65.28967777887979
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",X,0.94,47,3,0,17.0928111076355
"MiniMax(D=2) vs MCTS(S=50,R=2,D=2)",O,-0.94,0,3,47,62.527858018875115
"MiniMax(D=2) vs MCTS(S=50,R=2,D=3)",X,0.76,38,12,0,14.078598817189537
"MiniMax(D=2) vs MCTS(S=50,R=2,D=3)",O,-0.76,0,12,38,50.218052069346115
"MiniMax(D=2) vs MCTS(S=50,R=3,D=1)",X,0.66,33,17,0,14.238204399744669
"MiniMax(D=2) vs MCTS(S=50,R=3,D=1)",O,-0.66,0,17,33,73.97720535596211
"MiniMax(D=2) vs MCTS(S=50,R=3,D=2)",X,0.8,40,10,0,13.607420047124226
"MiniMax(D=2) vs MCTS(S=50,R=3,D=2)",O,-0.8,0,10,40,68.20818066596985
"MiniMax(D=2) vs MCTS(S=50,R=3,D=3)",X,0.86,43,7,0,13.54576786359151
"MiniMax(D=2) vs MCTS(S=50,R=3,D=3)",O,-0.86,0,7,43,64.62301214536032
"MiniMax(D=3) vs MCTS(S=10,R=1,D=1)",X,0.94,47,3,0,85.98687251408896
"MiniMax(D=3) vs MCTS(S=10,R=1,D=1)",O,-0.94,0,3,47,7.19196875890096
"MiniMax(D=3) vs MCTS(S=10,R=1,D=2)",X,0.9,45,5,0,79.93184860547383
"MiniMax(D=3) vs MCTS(S=10,R=1,D=2)",O,-0.9,0,5,45,6.73262357711792
"MiniMax(D=3) vs MCTS(S=10,R=1,D=3)",X,0.86,43,7,0,84.4509076277415
"MiniMax(D=3) vs MCTS(S=10,R=1,D=3)",O,-0.86,0,7,43,7.142359415690104
"MiniMax(D=3) vs MCTS(S=10,R=2,D=1)",X,0.92,46,4,0,80.07632486025493
"MiniMax(D=3) vs MCTS(S=10,R=2,D=1)",O,-0.92,0,4,46,10.636816819508873
"MiniMax(D=3) vs MCTS(S=10,R=2,D=2)",X,0.86,43,7,0,78.99651718139648
"MiniMax(D=3) vs MCTS(S=10,R=2,D=2)",O,-0.86,0,7,43,10.68543791770935
"MiniMax(D=3) vs MCTS(S=10,R=2,D=3)",X,0.84,42,8,0,80.44122219085693
"MiniMax(D=3) vs MCTS(S=10,R=2,D=3)",O,-0.84,0,8,42,10.512864987055458
"MiniMax(D=3) vs MCTS(S=10,R=3,D=1)",X,0.86,43,7,0,80.8290327390035
"MiniMax(D=3) vs MCTS(S=10,R=3,D=1)",O,-0.86,0,7,43,14.516063928604128
"MiniMax(D=3) vs MCTS(S=10,R=3,D=2)",X,0.88,44,6,0,80.7766547203064
"MiniMax(D=3) vs MCTS(S=10,R=3,D=2)",O,-0.88,0,6,44,14.30188059806824
"MiniMax(D=3) vs MCTS(S=10,R=3,D=3)",X,0.76,38,12,0,65.6593364874522
"MiniMax(D=3) vs MCTS(S=10,R=3,D=3)",O,-0.76,0,12,38,11.969735622406004
"MiniMax(D=3) vs MCTS(S=30,R=1,D=1)",X,0.86,43,7,0,93.29408915837605
"MiniMax(D=3) vs MCTS(S=30,R=1,D=1)",O,-0.86,0,7,43,22.28577733039856
"MiniMax(D=3) vs MCTS(S=30,R=1,D=2)",X,0.8,40,10,0,85.13306458791098
"MiniMax(D=3) vs MCTS(S=30,R=1,D=2)",O,-0.8,0,10,40,20.600671370824173
"MiniMax(D=3) vs MCTS(S=30,R=1,D=3)",X,0.9,45,5,0,111.50109561284383
"MiniMax(D=3) vs MCTS(S=30,R=1,D=3)",O,-0.9,0,5,45,26.324637333552044
"MiniMax(D=3) vs MCTS(S=30,R=2,D=1)",X,0.54,27,23,0,85.25222460428873
"MiniMax(D=3) vs MCTS(S=30,R=2,D=1)",O,-0.54,0,23,27,35.67011594772339
"MiniMax(D=3) vs MCTS(S=30,R=2,D=2)",X,0.78,39,11,0,96.09126965204874
"MiniMax(D=3) vs MCTS(S=30,R=2,D=2)",O,-0.78,0,11,39,36.41103307406107
"MiniMax(D=3) vs MCTS(S=30,R=2,D=3)",X,0.8,40,10,0,86.49135367075601
"MiniMax(D=3) vs MCTS(S=30,R=2,D=3)",O,-0.8,0,10,40,32.92096098264058
"MiniMax(D=3) vs MCTS(S=30,R=3,D=1)",X,0.66,33,17,0,83.55527742703757
"MiniMax(D=3) vs MCTS(S=30,R=3,D=1)",O,-0.66,0,17,33,45.81326723098755
"MiniMax(D=3) vs MCTS(S=30,R=3,D=2)",X,0.76,38,12,0,92.72821847597758
"MiniMax(D=3) vs MCTS(S=30,R=3,D=2)",O,-0.76,0,12,38,48.48593990008036
"MiniMax(D=3) vs MCTS(S=30,R=3,D=3)",X,0.68,34,16,0,91.30222217241922
"MiniMax(D=3) vs MCTS(S=30,R=3,D=3)",O,-0.68,0,16,34,47.3982568581899
"MiniMax(D=3) vs MCTS(S=50,R=1,D=1)",X,0.8,40,10,0,89.14848558108012
"MiniMax(D=3) vs MCTS(S=50,R=1,D=1)",O,-0.8,0,10,40,37.23299423853557
"MiniMax(D=3) vs MCTS(S=50,R=1,D=2)",X,0.86,43,7,0,98.50172670682271
"MiniMax(D=3) vs MCTS(S=50,R=1,D=2)",O,-0.86,0,7,43,38.80453626314799
"MiniMax(D=3) vs MCTS(S=50,R=1,D=3)",X,0.78,39,11,0,96.60231773058574
"MiniMax(D=3) vs MCTS(S=50,R=1,D=3)",O,-0.78,0,11,39,37.957398891448975
"MiniMax(D=3) vs MCTS(S=50,R=2,D=1)",X,0.58,29,21,0,87.99297348658244
"MiniMax(D=3) vs MCTS(S=50,R=2,D=1)",O,-0.58,0,21,29,58.20262710253397
"MiniMax(D=3) vs MCTS(S=50,R=2,D=2)",X,0.78,39,11,0,96.20274543762207
"MiniMax(D=3) vs MCTS(S=50,R=2,D=2)",O,-0.78,0,11,39,61.06281399726868
"MiniMax(D=3) vs MCTS(S=50,R=2,D=3)",X,0.76,38,12,0,89.03188912073772
"MiniMax(D=3) vs MCTS(S=50,R=2,D=3)",O,-0.76,0,12,38,55.67268133163452
"MiniMax(D=3) vs MCTS(S=50,R=3,D=1)",X,0.74,37,13,0,88.54694294929503
"MiniMax(D=3) vs MCTS(S=50,R=3,D=1)",O,-0.74,0,13,37,77.98895597457886
"MiniMax(D=3) vs MCTS(S=50,R=3,D=2)",X,0.68,34,16,0,83.88644655545554
"MiniMax(D=3) vs MCTS(S=50,R=3,D=2)",O,-0.68,0,16,34,72.02819148699442
"MiniMax(D=3) vs MCTS(S=50,R=3,D=3)",X,0.74,37,13,0,86.227916320165
"MiniMax(D=3) vs MCTS(S=50,R=3,D=3)",O,-0.74,0,13,37,72.37434109052022
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=1)",X,0.68,39,6,5,8.434611717859905
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=1)",O,-0.68,5,6,39,8.847517967224121
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=2)",X,0.7,38,9,3,8.472692489624022
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=2)",O,-0.7,3,9,38,8.458913564682007
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=3)",X,0.8,44,2,4,7.345794041951499
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=1,D=3)",O,-0.8,4,2,44,7.6514458656311035
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=1)",X,0.6,38,4,8,7.558985312779745
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=1)",O,-0.6,8,4,38,12.209306955337524
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=2)",X,0.5,37,1,12,8.36153229077657
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=2)",O,-0.5,12,1,37,14.478083451588947
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=3)",X,0.52,35,6,9,8.660473108291626
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=2,D=3)",O,-0.52,9,6,35,13.683679501215614
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=1)",X,0.56,36,6,8,8.453363577524822
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.56,8,6,36,17.89537866910299
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=2)",X,0.46,34,5,11,8.658840974171957
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.46,11,5,34,18.528650204340618
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=3)",X,0.56,35,8,7,7.68144710858663
"MCTS(S=10,R=1,D=1) vs MCTS(S=10,R=3,D=3)",O,-0.56,7,8,35,15.677332480748495
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=1)",X,0.5,36,3,11,7.395901759465535
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.5,11,3,36,21.18650197982788
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=2)",X,0.7,40,5,5,7.323392311731975
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.7,5,5,40,20.927629073460896
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=3)",X,0.52,36,4,10,8.21565834681193
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=1,D=3)",O,-0.52,10,4,36,21.25470757484436
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=1)",X,0.14,25,7,18,7.517612377802531
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.14,18,7,25,32.26290067036947
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=2)",X,0.5,36,3,11,7.232561429341634
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.5,11,3,36,31.936206420262653
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=3)",X,0.44,34,4,12,8.864440282185873
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=2,D=3)",O,-0.44,12,4,34,39.34410413106283
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=1)",X,0.26,27,9,14,9.265347639719646
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.26,14,9,27,54.96246933937073
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=2)",X,0.14,26,5,19,8.668160518010456
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.14,19,5,26,52.06624507904053
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=3)",X,0.54,36,5,9,9.433063268661499
"MCTS(S=10,R=1,D=1) vs MCTS(S=30,R=3,D=3)",O,-0.54,9,5,36,54.73451058069865
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=1)",X,0.32,30,6,14,8.347252448399862
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.32,14,6,30,37.952051957448326
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=2)",X,0.54,35,7,8,7.218659241994222
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.54,8,7,35,31.808484395345047
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=3)",X,0.68,40,4,6,8.290403763453165
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.68,6,4,40,33.24558178583781
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=1)",X,0.16,26,6,18,8.003536303838095
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.16,18,6,26,53.68086377779643
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=2)",X,0.38,33,3,14,9.107656478881836
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.38,14,3,33,58.00164302190145
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=3)",X,0.42,34,3,13,8.16345238685608
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.42,13,3,34,57.02020804087321
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=1)",X,0.18,24,11,15,7.8750464121500645
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.18,15,11,24,75.54793397585551
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=2)",X,0.3,29,7,14,7.175284067789715
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.3,14,7,29,70.12704531351726
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=3)",X,0.4,33,4,13,7.254177014033
"MCTS(S=10,R=1,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.4,13,4,33,67.68013596534729
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=2)",X,-0.04,20,8,22,6.741036415100097
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=2)",O,0.04,22,8,20,6.7361585299173985
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=3)",X,0.02,20,11,19,6.815668344497681
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=1,D=3)",O,-0.02,19,11,20,6.766097148259481
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=1)",X,-0.26,15,7,28,7.105976978937783
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=1)",O,0.26,28,7,15,10.808840592702229
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=2)",X,-0.1,20,5,25,7.611904700597127
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=2)",O,0.1,25,5,20,11.67603532473246
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=3)",X,-0.18,17,7,26,7.120585600535075
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=2,D=3)",O,0.18,26,7,17,10.924580097198486
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=1)",X,-0.12,18,8,24,6.971935113271077
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=1)",O,0.12,24,8,18,14.511098861694336
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=2)",X,-0.2,16,8,26,8.2159530321757
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=2)",O,0.2,26,8,16,16.71280860900879
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=3)",X,-0.24,14,10,26,7.805991729100547
"MCTS(S=10,R=1,D=2) vs MCTS(S=10,R=3,D=3)",O,0.24,26,10,14,15.398234128952025
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=1)",X,-0.46,11,5,34,8.243374665578207
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=1)",O,0.46,34,5,11,21.914565165837605
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=2)",X,-0.18,18,5,27,7.359869321187338
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=2)",O,0.18,27,5,18,19.375974734624226
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=3)",X,-0.14,20,3,27,8.00078002611796
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=1,D=3)",O,0.14,27,3,20,20.548524856567383
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=1)",X,-0.44,8,12,30,8.296229362487793
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=1)",O,0.44,30,12,8,36.08517726262411
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=2)",X,-0.4,10,10,30,8.73029096921285
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=2)",O,0.4,30,10,10,37.04409877459208
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=3)",X,-0.24,16,6,28,8.067643562952677
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=2,D=3)",O,0.24,28,6,16,33.386664390563965
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=1)",X,-0.6,5,10,35,8.739313920338947
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=1)",O,0.6,35,10,5,46.49871468544006
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=2)",X,-0.42,10,9,31,7.811584393183391
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=2)",O,0.42,31,9,10,44.7056229909261
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.14,19,5,26,8.041722059249876
"MCTS(S=10,R=1,D=2) vs MCTS(S=30,R=3,D=3)",O,0.14,26,5,19,46.08919461568197
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=1)",X,-0.32,14,6,30,8.508103688557943
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=1)",O,0.32,30,6,14,37.06742684046427
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=2)",X,-0.24,16,6,28,8.118325789769491
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=2)",O,0.24,28,6,16,33.35453669230143
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=3)",X,0.02,23,5,22,8.5798602104187
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.02,22,5,23,34.83241478602091
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=1)",X,-0.62,5,9,36,7.901088396708172
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=1)",O,0.62,36,9,5,53.81443103154499
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=2)",X,-0.22,17,5,28,8.243369579315186
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=2)",O,0.22,28,5,17,54.15320793787639
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.34,13,7,30,8.16720684369405
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=2,D=3)",O,0.34,30,7,13,52.2648286819458
