Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=3)",X,0.16,26,6,18,15.69537830352783
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=3)",O,-0.16,18,6,26,15.330988168716429
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=1)",X,0.12,24,8,18,19.030832290649414
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=1)",O,-0.12,18,8,24,23.080461422602337
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=2)",X,0.28,30,4,16,15.695623715718588
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.28,16,4,30,20.27912775675456
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=3)",X,0.3,28,9,13,15.73900246620178
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.3,13,9,28,19.548846483230594
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=1)",X,-0.14,17,9,24,15.719515641530357
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=1)",O,0.14,24,9,17,31.42320195833842
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=2)",X,0.3,30,5,15,16.539313157399498
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.3,15,5,30,32.23081350326538
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=3)",X,0.2,27,6,17,15.208297808965048
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=3)",O,-0.2,17,6,27,29.86549456914266
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=1)",X,-0.1,20,5,25,16.212036212285362
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=1)",O,0.1,25,5,20,45.62799413998921
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=2)",X,-0.06,19,9,22,18.082565466562908
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=2)",O,0.06,22,9,19,48.7185271581014
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.04,21,6,23,17.145174026489258
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=3)",O,0.04,23,6,21,46.844647328058876
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=1)",X,-0.16,18,6,26,16.997671524683632
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=1)",O,0.16,26,6,18,35.29345552126566
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=2)",X,0.4,33,4,13,15.235772053400677
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.4,13,4,33,31.81392391522725
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=3)",X,0.14,25,7,18,14.458905617396036
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.14,18,7,25,28.80759040514628
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=1)",X,-0.3,14,7,29,15.329091787338259
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=1)",O,0.3,29,7,14,50.811622142791755
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=2)",X,0.36,32,4,14,15.252144495646158
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.36,14,4,32,50.93831857045492
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.04,18,12,20,14.826842069625851
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=3)",O,0.04,20,12,18,47.94891476631165
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=1)",X,-0.22,17,5,28,15.755745331446331
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=1)",O,0.22,28,5,17,71.3216265042623
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=2)",X,-0.1,19,7,24,16.252320528030396
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=2)",O,0.1,24,7,19,68.28391671180724
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=3)",X,0.2,26,8,16,16.182816584904987
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.2,16,8,26,73.7100613117218
"MCTS(S=10,R=3,D=3) vs MCTS(S=10,R=3,D=3)",X,0.2,27,6,17,19.892670075098675
"MCTS(S=10,R=3,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.2,17,6,27,18.316839138666786
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=1)",X,0.54,38,1,11,16.987671613693234
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.54,11,1,38,23.45789670944214
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=2)",X,0.58,38,3,9,16.2319065729777
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.58,9,3,38,22.30812668800354
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=3)",X,0.52,37,2,11,16.12865153948466
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.52,11,2,37,21.905738910039265
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=1)",X,0.16,24,10,16,17.435695250829063
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.16,16,10,24,35.676306883494064
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=2)",X,0.48,35,4,11,15.12821102142334
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.48,11,4,35,32.528315782547
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=3)",X,0.46,34,5,11,16.23094511032105
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.46,11,5,34,32.38202571868896
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=1)",X,0.0,21,8,21,15.432676712671915
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=1)",O,0.0,21,8,21,43.852090438206986
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=2)",X,0.52,36,4,10,15.371626297632853
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.52,10,4,36,44.85581715901693
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=3)",X,0.58,37,5,8,15.61497648557027
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.58,8,5,37,44.442376295725495
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=1)",X,0.22,28,5,17,16.64033341407776
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.22,17,5,28,36.53740763664246
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=2)",X,0.72,42,2,6,15.342939694722494
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.72,6,2,42,33.59052022298177
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=3)",X,0.42,34,3,13,15.31910800933838
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.42,13,3,34,33.007899920145675
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=1)",X,-0.12,18,8,24,15.252265532811483
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=1)",O,0.12,24,8,18,51.847053766250625
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=2)",X,0.44,33,6,11,15.737180868784586
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.44,11,6,33,54.62358911832174
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=3)",X,0.48,36,2,12,15.246609846750896
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.48,12,2,36,51.16952896118165
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=1)",X,0.14,26,5,19,15.04964009920756
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.14,19,5,26,71.54395699501038
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=2)",X,0.24,28,6,16,16.72696336110433
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.24,16,6,28,78.10315608978271
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=3)",X,0.36,33,2,15,16.48528758684794
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.36,15,2,33,73.65242163340251
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=1)",X,0.54,37,3,10,21.63206195831299
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.54,10,3,37,21.025070746739708
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=2)",X,0.6,38,4,8,20.489884138107303
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.6,8,4,38,20.154881874720257
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=3)",X,0.88,46,2,2,24.007072448730472
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=3)",O,-0.88,2,2,46,22.168328762054436
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=1)",X,0.18,26,7,17,26.07096576690674
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.18,17,7,26,40.175265868504844
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=2)",X,0.64,40,2,8,25.56135678291321
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.64,8,2,40,38.045936028162636
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=3)",X,0.52,35,6,9,23.644772847493492
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=3)",O,-0.52,9,6,35,36.81575059890747
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=1)",X,0.2,28,4,18,24.833475192387898
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.2,18,4,28,49.542728662490845
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=2)",X,0.34,30,7,13,21.825421174367268
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.34,13,7,30,44.87868706385294
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=3)",X,0.34,32,3,15,23.803709586461387
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=3)",O,-0.34,15,3,32,49.803372621536255
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=1)",X,0.3,31,3,16,25.347419818242386
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.3,16,3,31,39.35807625452677
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=2)",X,0.66,40,3,7,27.053009907404586
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.66,7,3,40,40.14077663421631
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=3)",X,0.68,41,2,7,28.521051565806072
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.68,7,2,41,47.75479793548585
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=1)",X,0.38,33,3,14,29.609734296798706
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.38,14,3,33,73.14638654390971
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=2)",X,0.5,36,3,11,28.94025619824727
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.5,11,3,36,69.23264304796854
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=3)",X,0.56,37,4,9,28.21646364529927
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.56,9,4,37,70.41554808616638
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=1)",X,0.06,25,3,22,28.83722138404846
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.06,22,3,25,96.36776169141135
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=2)",X,0.3,30,5,15,29.93067399660746
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.3,15,5,30,104.0208574136098
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=3)",X,0.1,26,3,21,28.40127921104431
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.1,21,3,26,89.84230081240335
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=2)",X,0.38,30,9,11,25.980332454045612
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.38,11,9,30,25.716013511021927
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=3)",X,0.04,24,4,22,26.042978525161747
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.04,22,4,24,26.24829133351644
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=1)",X,-0.44,11,6,33,27.158823490142822
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=1)",O,0.44,33,6,11,42.15504765510559
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=2)",X,-0.1,20,5,25,29.12893795967102
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=2)",O,0.1,25,5,20,41.35140220324198
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=3)",X,-0.16,18,6,26,28.421112855275474
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=2,D=3)",O,0.16,26,6,18,42.09527174631754
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=1)",X,-0.6,7,6,37,25.65582863489787
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=1)",O,0.6,37,6,7,50.195347865422576
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=2)",X,-0.14,20,3,27,26.405603726704914
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=2)",O,0.14,27,3,20,54.23261125882467
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.2,16,8,26,28.16732168197632
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=3,D=3)",O,0.2,26,8,16,54.29563204447429
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=1)",X,-0.14,19,5,26,29.99469248453776
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=1)",O,0.14,26,5,19,47.224210898081466
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=2)",X,0.12,25,6,19,27.692285537719727
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.12,19,6,25,42.167946100234985
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=3)",X,-0.1,19,7,24,28.91363843282064
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=1,D=3)",O,0.1,24,7,19,41.33840401967366
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=1)",X,-0.46,10,7,33,28.379748106002808
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=1)",O,0.46,33,7,10,64.4986601670583
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=2)",X,-0.04,20,8,22,26.24622790018718
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=2)",O,0.04,22,8,20,60.639478762944535
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.14,19,5,26,25.871444622675575
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=2,D=3)",O,0.14,26,5,19,63.13023765881857
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=1)",X,-0.48,11,4,35,28.762374877929688
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=1)",O,0.48,35,4,11,91.48235360781352
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=2)",X,-0.18,17,7,26,25.504470984141033
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=2)",O,0.18,26,7,17,86.29103342692058
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=3)",X,-0.2,16,8,26,23.760932524998985
"MCTS(S=30,R=1,D=2) vs MCTS(S=50,R=3,D=3)",O,0.2,26,8,16,78.9430816968282
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=1,D=3)",X,0.46,35,3,12,26.342293183008834
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.46,12,3,35,26.9618825117747
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=1)",X,-0.4,11,8,31,24.693684577941898
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=1)",O,0.4,31,8,11,37.9712696870168
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=2)",X,0.26,27,9,14,23.207372347513836
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.26,14,9,27,37.49352971712749
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=3)",X,0.06,24,5,21,23.73413070042928
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.06,21,5,24,35.66710352897644
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=1)",X,-0.04,22,4,24,24.64973902702332
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=1)",O,0.04,24,4,22,51.97370131810506
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=2)",X,0.26,29,5,16,23.450678189595543
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.26,16,5,29,49.23096696535747
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=3)",X,0.08,24,6,20,24.99067091941834
"MCTS(S=30,R=1,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.08,20,6,24,49.45871114730836
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=1)",X,-0.1,21,3,26,23.100149234135944
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=1)",O,0.1,26,3,21,37.807064056396484
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=2)",X,0.36,32,4,14,23.153509616851807
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.36,14,4,32,37.31362064679464
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=3)",X,0.3,30,5,15,23.56098779042562
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.3,15,5,30,38.1003749370575
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,-0.2,18,4,28,24.556548754374187
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,0.2,28,4,18,61.22916221618652
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,-0.06,21,5,24,25.822205702463787
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,0.06,24,5,21,58.696840206782035
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,-0.14,18,7,25,24.017924706141155
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,0.14,25,7,18,55.66654841105142
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,-0.3,14,7,29,24.029448350270588
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,0.3,29,7,14,76.7979613939921
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,-0.08,20,6,24,24.728277444839474
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,0.08,24,6,20,79.04120763142903
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,-0.06,22,3,25,26.092607418696083
"MCTS(S=30,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,0.06,25,3,22,82.73940920829773
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=1)",X,0.34,29,9,12,44.8665554523468
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.34,12,9,29,46.477723121643066
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=2)",X,0.66,41,1,8,42.43715071678162
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.66,8,1,41,42.21785704294841
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=3)",X,0.62,38,5,7,43.070671796798706
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=2,D=3)",O,-0.62,7,5,38,40.967683792114265
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=1)",X,0.6,39,2,9,43.72435053189596
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.6,9,2,39,57.09633111953736
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=2)",X,0.5,35,5,10,40.614936669667564
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.5,10,5,35,56.26877943674723
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=3)",X,0.64,40,2,8,41.46927547454833
"MCTS(S=30,R=2,D=1) vs MCTS(S=30,R=3,D=3)",O,-0.64,8,2,40,54.509897232055664
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=1)",X,0.32,31,4,15,39.924529711405434
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.32,15,4,31,41.994961897532136
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=2)",X,0.72,41,4,5,43.10829861958822
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.72,5,4,41,42.41946578025818
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=3)",X,0.68,41,2,7,43.070617278416954
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.68,7,2,41,42.46729056040446
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.24,26,10,14,41.244497617085784
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.24,14,10,26,66.48539940516153
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.6,38,4,8,35.31259878476461
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.6,8,4,38,57.75694131851196
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,0.44,34,4,12,38.61686730384827
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.44,12,4,34,60.667723417282104
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.4,32,6,12,39.08758640289307
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.4,12,6,32,84.69757556915283
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.6,38,4,8,38.5499796072642
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.6,8,4,38,82.2763665517171
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,0.48,35,4,11,38.71808385848999
"MCTS(S=30,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.48,11,4,35,81.61420901616415
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=2)",X,0.02,24,3,23,38.4038454691569
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.02,23,3,24,36.49244546890259
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=3)",X,0.4,33,4,13,44.41928744316102
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=2,D=3)",O,-0.4,13,4,33,43.15756479899088
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=1)",X,0.0,22,6,22,40.49403731028239
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=1)",O,0.0,22,6,22,54.78132764498392
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=2)",X,0.08,24,6,20,42.34709509213766
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.08,20,6,24,56.32148742675781
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=3)",X,0.3,28,9,13,43.86679498354594
"MCTS(S=30,R=2,D=2) vs MCTS(S=30,R=3,D=3)",O,-0.3,13,9,28,56.86667561531067
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=1)",X,-0.4,14,2,34,44.26846774419148
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=1)",O,0.4,34,2,14,42.34967231750488
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=2)",X,0.44,33,6,11,43.66420523325603
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.44,11,6,33,42.940051555633545
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=3)",X,0.62,39,3,8,37.46098311742146
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.62,8,3,39,36.59101049105327
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=1)",X,0.22,27,7,16,39.2589787642161
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.22,16,7,27,59.3376346429189
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,0.16,26,6,18,35.63250319163004
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.16,18,6,26,57.506397565205894
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,0.28,27,10,13,37.252239783604935
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.28,13,10,27,58.26435764630635
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,0.04,23,6,21,38.748115062713616
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.04,21,6,23,83.06241035461426
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,0.1,24,7,19,40.0199359258016
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.1,19,7,24,84.32752927144368
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.34,31,5,14,42.23736890157063
"MCTS(S=30,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.34,14,5,31,88.80765199661255
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=2,D=3)",X,0.3,30,5,15,43.437934160232544
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.3,15,5,30,41.962064901987716
